新流水序,臺灣標準字,Unicode-tw,大陸規範字,Unicode-cn
2020400000,沜,6c9c,沜,6c9c
1022830000,溝,6e9d,沟,6c9f
1021510000,沒,6c92,没,6ca1
2023560000,灃,7043,沣,6ca3
1023210000,滬,6eec,沪,6caa
1044970000,靈,9748,灵,7075
1023850000,灶,7076,灶,7076
1023880000,灸,7078,灸,7078
1023860000,灼,707c,灼,707c
1023870000,災,707d,灾,707e
1024550000,燦,71e6,灿,707f
1024900000,牡,7261,牡,7261
1024890000,牢,7262,牢,7262
2024660000,牣,7263,牣,7263
3070080000,牤,7264,牤,7264
1025110000,狀,72c0,状,72b6
1025290000,猶,7336,犹,72b9
2025040000,狃,72c3,狃,72c3
1025090000,狄,72c4,狄,72c4
1025540000,玖,7396,玖,7396
1026300000,甫,752b,甫,752b
1026290000,甬,752c,甬,752c
1026360000,男,7537,男,7537
1027230000,皂,7682,皂,7682
2028160000,皁,7681,皂,7682
1027570000,盯,76ef,盯,76ef
1028170000,矣,77e3,矣,77e3
1028690000,磯,78ef,矶,77f6
1029130000,秀,79c0,秀,79c0
1029120000,私,79c1,私,79c1
1029540000,究,7a76,究,7a76
1001650000,係,4fc2,系,7cfb
1031810000,繫,7e6b,系,7cfb
1031490000,緯,7def,纬,7eac
1030880000,紡,7d21,纺,7eba
1032020000,罕,7f55,罕,7f55
1032920000,肓,8093,肓,8093
1032910000,肖,8096,肖,8096
1032940000,肘,8098,肘,8098
1032960000,肚,809a,肚,809a
1032950000,肛,809b,肛,809b
1032930000,肝,809d,肝,809d
1032970000,育,80b2,育,80b2
1034250000,良,826f,良,826f
1035860000,藝,85dd,艺,827a
2037870000,芃,8283,芃,8283
2037880000,芄,8284,芄,8284
2037860000,芊,828a,芊,828a
1034300000,芋,828b,芋,828b
1034310000,芍,828d,芍,828d
2037830000,芎,828e,芎,828e
2037810000,芏,828f,芏,828f
2037840000,芑,8291,芑,8291
1034290000,芒,8292,芒,8292
2042100000,虯,866f,虬,866c
1037770000,角,89d2,角,89d2
2038670000,荳,8373,豆,8c46
1039120000,豕,8c55,豕,8c55
1039890000,走,8d70,走,8d70
1040560000,身,8eab,身,8eab
3143500000,辵,8fb5,辵,8fb5
1041610000,達,9054,达,8fbe
1041820000,遷,9077,迁,8fc1
1041120000,迂,8fc2,迂,8fc2
1041150000,迄,8fc4,迄,8fc4
1041140000,迅,8fc5,迅,8fc5
1041670000,過,904e,过,8fc7
1041920000,邁,9081,迈,8fc8
1041990000,邑,9091,邑,9091
1042010000,邢,90a2,邢,90a2
1042030000,邦,90a6,邦,90a6
1042020000,邪,90aa,邪,90aa
2052690000,釆,91c6,釆,91c6
1037320000,裡,88e1,里,91cc
1042560000,里,91cc,里,91cc
4130460000,裏,88CF,里,91cc
1043780000,間,9593,间,95f4
1044060000,阪,962a,阪,962a
1044050000,阱,9631,阱,9631
4096170000,穽,7A7D,阱,9631
1044030000,防,9632,防,9632
1044320000,陽,967d,阳,9633
1044250000,陰,9670,阴,9634
1047600000,麥,9ea5,麦,9ea6
1048080000,龜,9f9c,龟,9f9f
3020310000,𡛖,216d6,𡛖,216d6
3045640000,㪁,3a81,㪁,3a81
3082450000,䀓,4013,䀓,4013
1047560000,麗,9e97,丽,4e3d
1000360000,乖,4e56,乖,4e56
1000430000,乳,4e73,乳,4e73
1000560000,些,4e9b,些,4e9b
1001430000,佩,4f69,佩,4f69
1001350000,佬,4f6c,佬,4f6c
1001300000,佯,4f6f,佯,4f6f
1001330000,佳,4f73,佳,4f73
2000650000,佸,4f78,佸,4f78
2000480000,佼,4f7c,佼,4f7c
2000500000,佽,4f7d,佽,4f7d
1001460000,佾,4f7e,佾,4f7e
1001340000,使,4f7f,使,4f7f
1001390000,侃,4f83,侃,4f83
1009210000,姪,59ea,侄,4f84
1001420000,侈,4f88,侈,4f88
1001320000,侍,4f8d,侍,4f8d
2000560000,侑,4f91,侑,4f91
2000690000,侔,4f94,侔,4f94
1001310000,依,4f9d,依,4f9d
1001520000,俠,4fe0,侠,4fa0
1001570000,侶,4fb6,侣,4fa3
1002430000,僑,50d1,侨,4fa8
1002760000,兔,5154,兔,5154
1002740000,兕,5155,兕,5155
1002780000,兗,5157,兖,5156
1002910000,具,5177,具,5177
1002930000,典,5178,典,5178
1003120000,冽,51bd,冽,51bd
1022450000,淨,6de8,净,51c0
3004670000,凈,51c8,净,51c0
1014430000,憑,6191,凭,51ed
1003270000,函,51fd,函,51fd
1037090000,初,521d,初,521d
1045750000,颳,98b3,刮,522e
1003480000,到,5230,到,5230
2002210000,刵,5235,刵,5235
1003500000,制,5236,制,5236
1037400000,製,88fd,制,5236
1003450000,券,5238,券,5238
1003520000,剎,524e,刹,5239
1003470000,刺,523a,刺,523a
1003440000,刻,523b,刻,523b
2002460000,劊,528a,刽,523d
1003510000,剁,5241,剁,5241
1003870000,劾,52be,劾,52be
1004020000,勢,52e2,势,52bf
2002630000,匊,530a,匊,530a
1004370000,卒,5352,卒,5352
1004390000,卓,5353,卓,5353
1006350000,單,55ae,单,5355
1033830000,臥,81e5,卧,5367
1015880000,捲,6372,卷,5377
1004550000,卸,5378,卸,5378
2009160000,巹,5df9,卺,537a
2002870000,叄,53c4,叁,53c1
1004670000,參,53c3,参,53c2
1004740000,叔,53d4,叔,53d4
1004730000,取,53d6,取,53d6
1038970000,變,8b8a,变,53d8
1005580000,呢,5462,呢,5462
3010860000,呤,5464,呤,5464
2003070000,呦,5466,呦,5466
1041540000,週,9031,周,5468
1005410000,味,5473,味,5473
1005420000,呵,5475,呵,5475
1005550000,呶,5476,呶,5476
1005440000,呸,5478,呸,5478
1005470000,呻,547b,呻,547b
1005520000,呼,547c,呼,547c
2047260000,謼,8b3c,呼,547c
4016750000,嘑,5611,呼,547c
1005610000,命,547d,命,547d
1005460000,咀,5480,咀,5480
2002990000,咂,5482,咂,5482
1005490000,咄,5484,咄,5484
1005510000,咆,5486,咆,5486
2002950000,咇,5487,咇,5487
1005600000,咋,548b,咋,548b
2063330000,龢,9fa2,和,548c
1005620000,咎,548e,咎,548e
1038030000,詠,8a60,咏,548f
1005500000,咒,5492,咒,5492
1005450000,咕,5495,咕,5495
1005430000,咖,5496,咖,5496
1005570000,咚,549a,咚,549a
2004860000,囹,56f9,囹,56f9
1007340000,國,570b,国,56fd
1007610000,坦,5766,坦,5766
2005060000,坭,576d,坭,576d
2005130000,坻,577b,坻,577b
1007630000,坼,577c,坼,577c
1020920000,殼,6bbc,壳,58f3
1002200000,備,5099,备,5907
2006040000,夌,590c,夌,590c
1008430000,夜,591c,夜,591c
1008610000,奄,5944,奄,5944
1008590000,奇,5947,奇,5947
1008600000,奈,5948,奈,5948
1008580000,奉,5949,奉,5949
1008760000,奮,596e,奋,594b
1008620000,奔,5954,奔,5954
1009030000,妮,59ae,妮,59ae
1009110000,妯,59af,妯,59af
2006320000,妲,59b2,妲,59b2
4024660000,妸,59B8,妸,59b8
1009020000,妹,59b9,妹,59b9
2006290000,妺,59ba,妺,59ba
1009000000,妻,59bb,妻,59bb
1008990000,妾,59be,妾,59be
2006340000,姁,59c1,姁,59c1
1009050000,姆,59c6,姆,59c6
1009100000,姊,59ca,姊,59ca
1009080000,始,59cb,始,59cb
2006330000,姌,59cc,姌,59cc
2006310000,姎,59ce,姎,59ce
2006300000,姏,59cf,姏,59cf
1009060000,姐,59d0,姐,59d0
1009040000,姑,59d1,姑,59d1
1009130000,姒,59d2,姒,59d2
1009090000,姓,59d3,姓,59d3
1009010000,委,59d4,委,59d4
1009070000,姍,59cd,姗,59d7
1009920000,孟,5b5f,孟,5b5f
1009940000,季,5b63,季,5b63
1009930000,孤,5b64,孤,5b64
2007320000,孥,5b65,孥,5b65
1010010000,學,5b78,学,5b66
2007400000,宓,5b93,宓,5b93
2007410000,宕,5b95,宕,5b95
1010130000,宗,5b97,宗,5b97
1010150000,官,5b98,官,5b98
1010160000,宜,5b9c,宜,5b9c
1010560000,寶,5bf6,宝,5b9d
1010460000,實,5be6,实,5b9e
1010710000,尚,5c1a,尚,5c1a
1010940000,屜,5c5c,屉,5c49
1010850000,屆,5c46,届,5c4a
2007970000,岟,5c9f,岟,5c9f
2007920000,岠,5ca0,岠,5ca0
1011440000,巖,5dd6,岩,5ca9
2007960000,岬,5cac,岬,5cac
1011390000,嶺,5dba,岭,5cad
2007990000,岭,5cad,岭,5cad
1011110000,岱,5cb1,岱,5cb1
1011400000,嶽,5dbd,岳,5cb3
1011060000,岷,5cb7,岷,5cb7
1011080000,岸,5cb8,岸,5cb8
1011700000,帑,5e11,帑,5e11
2009190000,帗,5e17,帗,5e17
1011650000,帘,5e18,帘,5e18
1030410000,簾,7c3e,帘,5e18
2009210000,帙,5e19,帙,5e19
1011660000,帚,5e1a,帚,5e1a
1001770000,倖,5016,幸,5e78
1011950000,幸,5e78,幸,5e78
1012070000,底,5e95,底,5e95
1012080000,庖,5e96,庖,5e96
1012050000,店,5e97,店,5e97
1012280000,廟,5edf,庙,5e99
1012060000,府,5e9c,府,5e9c
1012360000,延,5ef6,延,5ef6
2010080000,弤,5f24,弤,5f24
1012620000,彌,5f4c,弥,5f25
1023770000,瀰,7030,弥,5f25
1031030000,絃,7d43,弦,5f26
1012540000,弩,5f29,弩,5f29
1043140000,錄,9304,录,5f55
2010200000,彔,5f54,录,5f55
1012810000,彼,5f7c,彼,5f7c
2010290000,彾,5f7e,彾,5f7e
1012780000,往,5f80,往,5f80
1012790000,征,5f81,征,5f81
1012890000,徑,5f91,径,5f84
1013150000,忝,5fdd,忝,5fdd
2010630000,忞,5fde,忞,5fde
1013160000,忠,5fe0,忠,5fe0
2010640000,忥,5fe5,忥,5fe5
1006140000,唸,5538,念,5ff5
1013180000,念,5ff5,念,5ff5
1013170000,忽,5ffd,忽,5ffd
1013190000,忿,5fff,忿,5fff
1013200000,怏,600f,怏,600f
2010840000,怓,6013,怓,6013
1013260000,怕,6015,怕,6015
1013240000,怖,6016,怖,6016
2010670000,怙,6019,怙,6019
1014350000,憐,6190,怜,601c
3036510000,怜,601c,怜,601c
1013270000,怡,6021,怡,6021
1013280000,性,6027,性,6027
2010710000,怩,6029,怩,6029
1013250000,怪,602a,怪,602a
2010650000,怭,602d,怭,602d
1013220000,怯,602f,怯,602f
1013230000,怵,6035,怵,6035
1031720000,總,7e3d,总,603b
1014750000,戕,6215,戕,6215
1014740000,或,6216,或,6216
2012400000,戽,623d,戽,623d
1014890000,戾,623e,戾,623e
1014880000,房,623f,房,623f
1015230000,承,627f,承,627f
1015370000,抨,62a8,抨,62a8
1015440000,抵,62b5,抵,62b5
1024960000,牴,7274,抵,62b5
1015290000,抹,62b9,抹,62b9
1015270000,抿,62bf,抿,62bf
1015280000,拂,62c2,拂,62c2
1015260000,拄,62c4,拄,62c4
1016880000,擔,64d4,担,62c5
1015500000,拆,62c6,拆,62c6
1015420000,拇,62c7,拇,62c7
1015360000,拈,62c8,拈,62c8
2012690000,拊,62ca,拊,62ca
1015250000,拌,62cc,拌,62cc
1015430000,拍,62cd,拍,62cd
1015520000,拎,62ce,拎,62ce
1015400000,拐,62d0,拐,62d0
1019030000,枴,67b4,拐,62d0
3050700000,柺,67fa,拐,62d0
1015300000,拒,62d2,拒,62d2
1015330000,拓,62d3,拓,62d3
2013750000,搨,6428,拓,62d3
1015340000,拔,62d4,拔,62d4
1015480000,拖,62d6,拖,62d6
1015490000,拗,62d7,拗,62d7
1015470000,拘,62d8,拘,62d8
1015410000,拙,62d9,拙,62d9
1016950000,擬,64ec,拟,62df
2001840000,儗,5117,拟,62df
1016770000,擁,64c1,拥,62e5
1017190000,放,653e,放,653e
1017530000,斧,65a7,斧,65a7
1017780000,旺,65fa,旺,65fa
1017850000,昀,6600,昀,6600
1017830000,昂,6602,昂,6602
2015300000,昃,6603,昃,6603
2015240000,昄,6604,昄,6604
1011280000,崑,5d11,昆,6606
1017820000,昆,6606,昆,6606
2015270000,昈,6608,昈,6608
2015290000,昊,660a,昊,660a
1017810000,昌,660c,昌,660c
1017860000,昏,660f,昏,660f
1017800000,易,6613,易,6613
1017790000,昔,6614,昔,6614
2015260000,昕,6615,昕,6615
2015840000,曇,66c7,昙,6619
1018440000,朋,670b,朋,670b
1018720000,杭,676d,杭,676d
1027400000,盃,76c3,杯,676f
1002210000,傑,5091,杰,6770
1018830000,杰,6770,杰,6770
2016390000,杲,6772,杲,6772
1018770000,杳,6773,杳,6773
1018880000,杵,6775,杵,6775
2016310000,杻,677b,杻,677b
2016300000,杼,677c,杼,677c
1018860000,松,677e,松,677e
1046740000,鬆,9b06,松,677e
1018840000,板,677f,板,677f
1043940000,闆,95c6,板,677f
1019790000,極,6975,极,6781
1019950000,構,69cb,构,6784
2013630000,搆,6406,构,6784
1018790000,枇,6787,枇,6787
1018850000,枉,6789,枉,6789
1018870000,析,6790,析,6790
1018740000,枕,6795,枕,6795
1018810000,林,6797,林,6797
2016330000,枘,6798,枘,6798
1018760000,果,679c,果,679c
1020170000,樅,6a05,枞,679e
1020090000,樞,6a1e,枢,67a2
1019560000,棗,68d7,枣,67a3
1020540000,欣,6b23,欣,6b23
1020640000,歟,6b5f,欤,6b24
1020620000,歐,6b50,欧,6b27
1020700000,武,6b66,武,6b66
1020710000,歧,6b67,歧,6b67
1020780000,歿,6b7f,殁,6b81
1020960000,毆,6bc6,殴,6bb4
2019770000,毞,6bde,毞,6bde
1021110000,氓,6c13,氓,6c13
1021130000,氛,6c1b,氛,6c1b
1021670000,沫,6cab,沫,6cab
2020520000,沭,6cad,沭,6cad
1021740000,沮,6cae,沮,6cae
1021590000,沱,6cb1,沱,6cb1
1021620000,河,6cb3,河,6cb3
2023110000,濔,6fd4,沵,6cb5
2020490000,沶,6cb6,沶,6cb6
1021700000,沸,6cb8,沸,6cb8
1021790000,治,6cbb,治,6cbb
1021630000,沽,6cbd,沽,6cbd
1044820000,霑,9711,沾,6cbe
1021780000,沿,6cbf,沿,6cbf
2020830000,洩,6d29,泄,6cc4
1021760000,泅,6cc5,泅,6cc5
1021600000,泌,6ccc,泌,6ccc
1021690000,泓,6cd3,泓,6cd3
4071730000,灋,704B,法,6cd5
1021750000,泗,6cd7,泗,6cd7
1021810000,泛,6cdb,泛,6cdb
2020190000,汎,6c4e,泛,6cdb
2020620000,泜,6cdc,泜,6cdc
2020660000,泝,6cdd,泝,6cdd
1023520000,濘,6fd8,泞,6cde
2020670000,泠,6ce0,泠,6ce0
1021560000,泣,6ce3,泣,6ce3
1021610000,泥,6ce5,泥,6ce5
1038020000,註,8a3b,注,6ce8
1022390000,淚,6dda,泪,6cea
2020550000,泯,6cef,泯,6cef
1021770000,泱,6cf1,泱,6cf1
1021580000,泳,6cf3,泳,6cf3
2023740000,炅,7085,炅,7085
1024630000,爐,7210,炉,7089
1023920000,炊,708a,炊,708a
1023900000,炎,708e,炎,708e
1023910000,炒,7092,炒,7092
2023720000,炔,7094,炔,7094
1023890000,炕,7095,炕,7095
3008330000,匟,531f,炕,7095
1024410000,燉,71c9,炖,7096
2023730000,炘,7098,炘,7098
1023930000,炙,7099,炙,7099
1024720000,爸,7238,爸,7238
1024800000,版,7248,版,7248
1025040000,犛,729b,牦,7266
2019930000,氂,6c02,牦,7266
1024920000,牧,7267,牧,7267
1024930000,物,7269,物,7269
2025080000,狋,72cb,狋,72cb
1025150000,狐,72d0,狐,72d0
2025160000,狑,72d1,狑,72d1
2025130000,狔,72d4,狔,72d4
1025140000,狗,72d7,狗,72d7
2025790000,獮,736e,狝,72dd
1025570000,玟,739f,玟,739f
2026010000,玦,73a6,玦,73a6
1025550000,玩,73a9,玩,73a9
2035720000,翫,7feb,玩,73a9
1025580000,玫,73ab,玫,73ab
1026040000,環,74b0,环,73af
2026920000,瓨,74e8,瓨,74e8
1026500000,畫,756b,画,753b
2027210000,畀,7540,畀,7540
1026620000,疚,759a,疚,759a
1026600000,疝,759d,疝,759d
1027370000,盂,76c2,盂,76c2
1027580000,盲,76f2,盲,76f2
2028450000,盳,76f3,盳,76f3
1028750000,礬,792c,矾,77fe
1028780000,社,793e,社,793e
1028790000,祀,7940,祀,7940
2030370000,祂,7942,祂,7942
1029140000,禿,79bf,秃,79c3
1029270000,稈,7a08,秆,79c6
2031330000,穸,7a78,穸,7a78
1029560000,穹,7a79,穹,7a79
1029550000,空,7a7a,空,7a7a
1029850000,竺,7afa,竺,7afa
2033250000,糴,7cf4,籴,7c74
1031760000,織,7e54,织,7ec7
1031240000,經,7d93,经,7ecf
1032030000,罔,7f54,罔,7f54
1032130000,羅,7f85,罗,7f57
1032160000,羌,7f8c,羌,7f8c
2036020000,耵,8035,耵,8035
1033020000,股,80a1,股,80a1
1033000000,肢,80a2,肢,80a2
1033640000,膚,819a,肤,80a4
1032990000,肥,80a5,肥,80a5
1033040000,肩,80a9,肩,80a9
1033060000,肪,80aa,肪,80aa
1033030000,肫,80ab,肫,80ab
3108590000,肭,80ad,肭,80ad
1046580000,骯,9aaf,肮,80ae
1033070000,肯,80af,肯,80af
4110280000,肎,808E,肯,80af
1033010000,肱,80b1,肱,80b1
1033050000,肴,80b4,肴,80b4
2057340000,餚,991a,肴,80b4
1032980000,肺,80ba,肺,80ba
6000030000,肼,80BC,肼,80bc
5004270000,肽,80BD,肽,80bd
1016130000,捨,6368,舍,820d
2037960000,芘,8298,芘,8298
1034340000,芙,8299,芙,8299
1035690000,蕪,856a,芜,829c
1034330000,芝,829d,芝,829d
1034370000,芟,829f,芟,829f
2038100000,芡,82a1,芡,82a1
2037970000,芣,82a3,芣,82a3
3114110000,芤,82a4,芤,82a4
1034410000,芥,82a5,芥,82a5
1035950000,蘆,8606,芦,82a6
2038090000,芨,82a8,芨,82a8
2038110000,芩,82a9,芩,82a9
3114220000,芪,82aa,芪,82aa
2037930000,芫,82ab,芫,82ab
1034400000,芬,82ac,芬,82ac
1034350000,芭,82ad,芭,82ad
2038030000,芮,82ae,芮,82ae
2037920000,芯,82af,芯,82af
2037980000,芰,82b0,芰,82b0
1034390000,花,82b1,花,82b1
1034320000,芳,82b3,芳,82b3
2038080000,芴,82b4,芴,82b4
2038040000,芷,82b7,芷,82b7
2037940000,芸,82b8,芸,82b8
2040620000,蕓,8553,芸,82b8
1034380000,芹,82b9,芹,82b9
2038050000,芼,82bc,芼,82bc
1034360000,芽,82bd,芽,82bd
2037990000,芾,82be,芾,82be
2040530000,蓯,84ef,苁,82c1
3114000000,苄,82c4,苄,82c4
3114270000,苊,82ca,苊,82ca
1036040000,虎,864e,虎,864e
2044030000,蟣,87e3,虮,866e
1036150000,虱,8671,虱,8671
1036620000,蝨,8768,虱,8671
1037290000,補,88dc,补,8865
1043070000,錶,9336,表,8868
1038270000,詢,8a62,询,8be2
1040850000,輪,8f2a,轮,8f6e
2050640000,迍,8fcd,迍,8fcd
1041170000,迎,8fce,迎,8fce
1041570000,運,904b,运,8fd0
1041190000,近,8fd1,近,8fd1
2050610000,迒,8fd2,迒,8fd2
2050630000,迓,8fd3,迓,8fd3
1041180000,返,8fd4,返,8fd4
2050660000,迕,8fd5,迕,8fd5
2050650000,迖,8fd6,迖,8fd6
1041910000,還,9084,还,8fd8
1041360000,這,9019,这,8fd9
1041720000,遠,9060,远,8fdc
1041860000,遲,9072,迟,8fdf
1042160000,郵,90f5,邮,90ae
2051220000,邯,90af,邯,90af
1042070000,邱,90b1,邱,90b1
2051190000,邲,90b2,邲,90b2
2051230000,邳,90b3,邳,90b3
2051200000,邴,90b4,邴,90b4
2051210000,邶,90b6,邶,90b6
1042060000,邸,90b8,邸,90b8
1042180000,鄒,9112,邹,90b9
1042200000,鄰,9130,邻,90bb
4157990000,隣,96A3,邻,90bb
1016060000,採,63a1,采,91c7
2007450000,寀,5bc0,采,91c7
1044010000,阜,961c,阜,961c
1044090000,阻,963b,阻,963b
1044080000,阿,963f,阿,963f
1044070000,陀,9640,陀,9640
1044100000,附,9644,附,9644
1044420000,際,969b,际,9645
1044480000,隸,96b8,隶,96b6
3155090000,隶,96b6,隶,96b6
4158390000,隷,96B7,隶,96b6
1044680000,雨,96e8,雨,96e8
1044990000,青,9752,青,9752
1045030000,非,975e,非,975e
1046910000,魚,9b5a,鱼,9c7c
2062610000,黽,9efd,黾,9efe
1047960000,齒,9f52,齿,9f7f
3001480000,㑙,3459,㑙,3459
3030950000,㠿,383f,㠿,383f
1000580000,亟,4e9f,亟,4e9f
1000660000,亭,4ead,亭,4ead
1000670000,亮,4eae,亮,4eae
1037700000,親,89aa,亲,4eb2
1001620000,侮,4fae,侮,4fae
1001500000,侯,4faf,侯,4faf
5003210000,侴,4fb4,侴,4fb4
1001490000,侵,4fb5,侵,4fb5
2000820000,侻,4fbb,侻,4fbb
1001560000,促,4fc3,促,4fc3
1001600000,俊,4fca,俊,4fca
4004640000,儁,       510,俊,4fca
1001670000,俎,4fce,俎,4fce
1001540000,俏,4fcf,俏,4fcf
1001530000,俑,4fd1,俑,4fd1
1001610000,俗,4fd7,俗,4fd7
1001580000,俘,4fd8,俘,4fd8
1001660000,俚,4fda,俚,4fda
1001550000,保,4fdd,保,4fdd
1001680000,俞,4fde,俞,4fde
1001590000,俟,4fdf,俟,4fdf
2000780000,俁,4fc1,俣,4fe3
1001780000,倆,5006,俩,4fe9
1034730000,茲,8332,兹,5179
1003000000,冑,5191,冑,5191
1003530000,剃,5243,剃,5243
1003540000,削,524a,削,524a
1003560000,剌,524c,剌,524c
1003550000,前,524d,前,524d
1003900000,勃,52c3,勃,52c3
1003880000,勇,52c7,勇,52c7
1003890000,勉,52c9,勉,52c9
2002710000,匽,533d,匽,533d
2002760000,卼,537c,卼,537c
2002810000,厖,5396,厖,5396
1004600000,厚,539a,厚,539a
1017300000,敘,6558,叙,53d9
1004760000,叛,53db,叛,53db
2003260000,呰,5470,呰,5470
1005130000,吒,5412,咤,54a4
1005690000,咦,54a6,咦,54a6
1005650000,咨,54a8,咨,54a8
1038650000,諮,8aee,咨,54a8
1005740000,咪,54aa,咪,54aa
1005790000,咫,54ab,咫,54ab
1005630000,咬,54ac,咬,54ac
1005780000,咯,54af,咯,54af
1002000000,偺,507a,咱,54b1
2003810000,喒,5592,咱,54b1
1005700000,咳,54b3,咳,54b3
2019120000,欬,6b2c,咳,54b3
6000040000,咴,54B4,咴,54b4
1047490000,鹹,9e79,咸,54b8
3010960000,咹,54b9,咹,54b9
1007100000,嚥,56a5,咽,54bd
3011070000,咾,54be,咾,54be
2003240000,咿,54bf,咿,54bf
1005640000,哀,54c0,哀,54c0
1005750000,品,54c1,品,54c1
1005720000,哂,54c2,哂,54c2
1005760000,哄,54c4,哄,54c4
1046800000,鬨,9b28,哄,54c4
1005670000,哉,54c9,哉,54c9
1045350000,響,97ff,响,54cd
1005660000,哎,54ce,哎,54ce
3011260000,哚,54da,哚,54da
2004130000,嘜,561c,唛,551b
2004870000,囿,56ff,囿,56ff
1007640000,垂,5782,垂,5782
1008250000,壘,58d8,垒,5792
2005250000,垔,5794,垔,5794
2005240000,垛,579b,垛,579b
1007660000,垠,57a0,垠,57a0
1007680000,垢,57a2,垢,57a2
1007670000,垣,57a3,垣,57a3
1008180000,墾,58be,垦,57a6
1007770000,堊,580a,垩,57a9
1008080000,墊,588a,垫,57ab
1007700000,垮,57ae,垮,57ae
2005160000,垵,57b5,垵,57b5
1012960000,復,5fa9,复,590d
1037440000,複,8907,复,590d
2006050000,复,590d,复,590d
1008650000,奏,594f,奏,594f
1008640000,契,5951,契,5951
1008630000,奕,5955,奕,5955
1009150000,姘,59d8,姘,59d8
1009220000,姚,59da,姚,59da
1009140000,姜,59dc,姜,59dc
1035740000,薑,8591,姜,59dc
2006410000,姝,59dd,姝,59dd
2006370000,姞,59de,姞,59de
2006360000,姡,59e1,姡,59e1
1009170000,姣,59e3,姣,59e3
2006460000,姤,59e4,姤,59e4
1009200000,姥,59e5,姥,59e5
1009180000,姨,59e8,姨,59e8
2006380000,姮,59ee,姮,59ee
2006400000,姱,59f1,姱,59f1
2006450000,姶,59f6,姶,59f6
2006200000,奼,597c,姹,59f9
4024890000,姹,59F9,姹,59f9
1009250000,姻,59fb,姻,59fb
2006440000,姼,59fc,姼,59fc
2006430000,姽,59fd,姽,59fd
1009160000,姿,59ff,姿,59ff
2006390000,娀,5a00,娀,5a00
1009240000,威,5a01,威,5a01
1009190000,娃,5a03,娃,5a03
1009390000,婁,5a41,娄,5a04
1009950000,孩,5b69,孩,5b69
1010040000,孿,5b7f,孪,5b6a
1010220000,客,5ba2,客,5ba2
1010190000,宣,5ba3,宣,5ba3
1010230000,宥,5ba5,宥,5ba5
1014420000,憲,61b2,宪,5baa
1010280000,宮,5bae,宫,5bab
1010590000,封,5c01,封,5c01
1010890000,屋,5c4b,屋,5c4b
2007690000,屌,5c4c,屌,5c4c
1010860000,屎,5c4e,屎,5c4e
1011130000,峙,5cd9,峙,5cd9
1011150000,峽,5cfd,峡,5ce1
1011270000,崢,5d22,峥,5ce5
1011430000,巒,5dd2,峦,5ce6
1011710000,帝,5e1d,帝,5e1d
2009270000,帤,5e24,帤,5e24
1011990000,幽,5e7d,幽,5e7d
2009600000,庛,5e9b,庛,5e9b
1012090000,庠,5ea0,庠,5ea0
2009580000,庤,5ea4,庤,5ea4
1012100000,度,5ea6,度,5ea6
1012370000,建,5efa,建,5efa
1012410000,弈,5f08,弈,5f08
1012550000,弭,5f2d,弭,5f2d
1012630000,彎,5f4e,弯,5f2f
1012690000,彥,5f65,彦,5f66
1012830000,待,5f85,待,5f85
1012860000,徇,5f87,徇,5f87
1012820000,很,5f88,很,5f88
1012850000,律,5f8b,律,5f8b
1013330000,怎,600e,怎,600e
1013290000,怒,6012,怒,6012
1013300000,思,601d,思,601d
1013310000,怠,6020,怠,6020
1013320000,急,6025,急,6025
1013340000,怨,6028,怨,6028
2010860000,怹,6039,怹,6039
1013400000,恃,6043,恃,6043
2010900000,恅,6045,恅,6045
1013350000,恍,604d,恍,604d
1013390000,恆,6046,恒,6052
1013380000,恢,6062,恢,6062
1004560000,卹,5379,恤,6064
1013440000,恤,6064,恤,6064
1013370000,恨,6068,恨,6068
1013430000,恪,606a,恪,606a
1013420000,恫,606b,恫,606b
1013410000,恬,606c,恬,606c
1013360000,恰,6070,恰,6070
1013940000,惱,60f1,恼,607c
1014830000,戰,6230,战,6218
1014910000,扁,6241,扁,6241
2012410000,扂,6242,扂,6242
2012420000,扃,6243,扃,6243
1015530000,拜,62dc,拜,62dc
1015570000,拭,62ed,拭,62ed
1015640000,拯,62ef,拯,62ef
1015620000,拱,62f1,拱,62f1
1015670000,拴,62f4,拴,62f4
1015630000,拷,62f7,拷,62f7
1015600000,拽,62fd,拽,62fd
1015660000,拾,62fe,拾,62fe
2012840000,挀,6300,挀,6300
1015580000,持,6301,持,6301
1016000000,掛,639b,挂,6302
1015610000,指,6307,指,6307
1015550000,按,6309,按,6309
1015680000,挑,6311,挑,6311
1015540000,挖,6316,挖,6316
1015730000,挾,633e,挟,631f
1016780000,擋,64cb,挡,6321
2014590000,攩,6529,挡,6321
1016050000,掙,6399,挣,6323
1017200000,政,653f,政,653f
1017540000,斫,65ab,斫,65ab
1017610000,施,65bd,施,65bd
1017700000,既,65e2,既,65e2
2015430000,昝,661d,昝,661d
1017890000,映,6620,映,6620
3048110000,昤,6624,昤,6624
1017900000,昧,6627,昧,6627
1017930000,昨,6628,昨,6628
1017880000,昭,662d,昭,662d
1017910000,是,662f,是,662f
2015350000,昵,6635,昵,6635
2015750000,暱,66b1,昵,6635
1018000000,晝,665d,昼,663c
1018340000,曷,66f7,曷,66f7
2016710000,枲,67b2,枲,67b2
1018960000,架,67b6,架,67b6
2016500000,枷,67b7,枷,67b7
2016630000,柂,67c2,柂,67c2
3050790000,柃,67c3,柃,67c3
2016570000,柍,67cd,柍,67cd
