流水號,國字,審定音一,審定音二,審定音三,審定音四,審定音五,審定音六,
3265,詒,丨ˊ,,,,,,
3266,詄,丨ˋ,,,,,,
3267,詐,ㄓㄚˋ,,,,,,
3268,詅,ㄌ丨ㄥˊ,,,,,,
3269,診,ㄓㄣˇ,,,,,,
3270,詶,ㄔㄡˊ,,,,,,
3271,詳,ㄒ丨ㄤˊ,,,,,,
3272,詿,ㄍㄨㄚˋ,,,,,,
3273,詷,ㄉㄨㄥˋ,,,,,,
3274,誂,ㄉ丨ㄠˋ,ㄊ丨ㄠˇ,,,,,
3275,誃,ㄔˇ,,,,,,
3276,詵,ㄕㄣ,,,,,,
3277,詻,ㄜˋ,,,,,,
3278,詬,ㄍㄡˋ,,,,,,
3279,訾,ㄗˇ,,,,,,
3280,詹,ㄓㄢ,,,,,,
3281,語,ㄩˇ,ㄩˋ,,,,,
3282,誣,ㄨ,,,,,,
3283,誒,ㄒ丨,,,,,,
3284,誨,ㄏㄨㄟˋ,,,,,,
3285,誘,丨ㄡˋ,,,,,,
3286,誑,ㄎㄨㄤˊ,,,,,,
3287,說,ㄕㄨㄛ,ㄕㄨㄟˋ,,,,,
3288,誼,丨ˋ,,,,,,
3289,諄,ㄓㄨㄣ,,,,,,
3290,諒,ㄌ丨ㄤˋ,,,,,,
3291,誶,ㄙㄨㄟˋ,,,,,,
3292,誸,ㄒ丨ㄢˊ,,,,,,
3293,請,ㄑ丨ㄥˇ,ㄐ丨ㄥˋ,,,,,
3294,諏,ㄗㄡ,,,,,,
3295,諓,ㄐ丨ㄢˋ,,,,,,
3296,調,ㄊ丨ㄠˊ,ㄉ丨ㄠˋ,,,,,
3297,誹,ㄈㄟˇ,,,,,,
3298,諉,ㄨㄟˇ,,,,,,
3299,誰,ㄕㄟˊ,,,,,,
3300,諍,ㄓㄥ,,,,,,
3301,論,ㄌㄨㄣˋ,ㄌㄨㄣˊ,,,,,
3302,諸,ㄓㄨ,,,,,,
3303,諛,ㄩˊ,,,,,,
3304,諠,ㄒㄩㄢ,,,,,,
3305,諦,ㄉ丨ˋ,,,,,,
3306,諳,ㄢ,,,,,,
3307,諢,ㄏㄨㄣˋ,,,,,,
3308,諺,丨ㄢˋ,,,,,,
3309,諝,ㄒㄩˇ,,,,,,
3310,諰,ㄒ丨ˇ,,,,,,
3311,諞,ㄆ丨ㄢˊ,,,,,,
3312,諷,ㄈㄥˋ,,,,,,
3313,諼,ㄒㄩㄢ,,,,,,
3314,謞,ㄏㄜˋ,,,,,,
3315,謎,ㄇ丨ˊ,,,,,,
3316,講,ㄐ丨ㄤˇ,,,,,,
3317,謅,ㄗㄡ,,,,,,
3318,謏,ㄒ丨ㄠˇ,,,,,,
3319,謑,ㄒ丨ˋ,,,,,,
3320,謙,ㄑ丨ㄢ,,,,,,
3321,謕,ㄊ丨ˊ,,,,,,
3322,謍,丨ㄥˊ,,,,,,
3323,謈,ㄆㄛˋ,,,,,,
3324,謣,ㄩˊ,ㄒㄩ,,,,,
3325,謬,ㄇ丨ㄡˋ,,,,,,
3326,謱,ㄌㄡˊ,,,,,,
3327,謾,ㄇㄢˊ,ㄇㄢˋ,,,,,
3328,謯,ㄗㄨˇ,,,,,,
3329,謼,ㄏㄨ,,,,,,
3330,謨,ㄇㄛˊ,,,,,,
3331,謷,ㄠˊ,,,,,,
3332,謦,ㄑ丨ㄥˋ,,,,,,
3333,識,ㄕˋ,ㄓˋ,,,,,
3334,譔,ㄓㄨㄢˋ,,,,,,
3335,譊,ㄋㄠˊ,,,,,,
3336,譕,ㄇㄛˊ,,,,,,
3337,譙,ㄑ丨ㄠˊ,,,,,,
3338,譜,ㄆㄨˇ,,,,,,
3339,議,丨ˋ,,,,,,
3340,譟,ㄗㄠˋ,,,,,,
3341,譴,ㄑ丨ㄢˇ,,,,,,
3342,譺,ㄞˋ,,,,,,
3343,譽,ㄩˋ,,,,,,
3344,讀,ㄉㄨˊ,ㄉㄡˋ,,,,,
3345,讂,ㄒㄩㄢˋ,,,,,,
3346,讘,ㄓㄜˊ,,,,,,
3347,讞,丨ㄢˋ,,,,,,
3348,谷,ㄍㄨˇ,ㄩˋ,,,,,
3349,谻,ㄐㄩㄝˊ,,,,,,
3350,谾,ㄏㄨㄥ,,,,,,
3351,豁,ㄏㄨㄛˋ,ㄏㄨㄚˊ,,,,,
3352,谿,ㄒ丨,,,,,,
3353,豆,ㄉㄡˋ,,,,,,
3354,豈,ㄑ丨ˇ,,,,,,
3355,豉,ㄔˇ,,,,,,
3356,豜,ㄐ丨ㄢ,,,,,,
3357,豚,ㄊㄨㄣˊ,,,,,,
3358,豦,ㄐㄩˋ,,,,,,
3359,豨,ㄒ丨,,,,,,
3360,豬,ㄓㄨ,,,,,,
3361,豫,ㄩˋ,,,,,,
3362,豲,ㄏㄨㄢˊ,,,,,,
3363,豳,ㄅ丨ㄣ,,,,,,
3364,豸,ㄓˋ,,,,,,
3365,豻,ㄢˋ,ㄏㄢˋ,,,,,
3366,貉,ㄏㄜˊ,,,,,,
3367,貍,ㄌ丨ˊ,,,,,,
3368,貓,ㄇㄠ,,,,,,
3369,貙,ㄔㄨ,,,,,,
3370,貗,ㄐㄩˋ,,,,,,
3371,貞,ㄓㄣ,,,,,,
3372,貤,丨ˊ,,,,,,
3373,責,ㄗㄜˊ,,,,,,
3374,貫,ㄍㄨㄢˋ,,,,,,
3375,貪,ㄊㄢ,,,,,,
3376,貺,ㄎㄨㄤˋ,,,,,,
3377,費,ㄈㄟˋ,,,,,,
3378,賁,ㄅ丨ˋ,ㄅㄣ,,,,,
3379,貰,ㄕˋ,,,,,,
3380,貿,ㄇㄠˋ,,,,,,
3381,貸,ㄉㄞˋ,,,,,,
3382,賊,ㄗㄟˊ,,,,,,
3383,賄,ㄏㄨㄟˋ,,,,,,
3384,資,ㄗ,,,,,,
3385,賈,ㄐ丨ㄚˇ,ㄍㄨˇ,,,,,
3386,賃,ㄌ丨ㄣˋ,,,,,,
3387,賑,ㄓㄣˋ,,,,,,
3388,賓,ㄅ丨ㄣ,,,,,,
3389,賜,ㄙˋ,,,,,,
3390,賢,ㄒ丨ㄢˊ,,,,,,
3391,賚,ㄌㄞˋ,,,,,,
3392,質,ㄓˊ,ㄓˋ,,,,,
3393,賺,ㄓㄨㄢˋ,,,,,,
3394,賸,ㄕㄥˋ,,,,,,
3395,贛,ㄍㄢˋ,,,,,,
3396,赨,ㄊㄨㄥˊ,,,,,,
3397,赩,ㄒ丨ˋ,,,,,,
3398,赫,ㄏㄜˋ,,,,,,
3399,走,ㄗㄡˇ,,,,,,
3400,赳,ㄐ丨ㄡ,,,,,,
3401,赶,ㄑ丨ㄢˊ,ㄍㄢˇ,,,,,
3402,越,ㄩㄝˋ,,,,,,
3403,趄,ㄐㄩ,,,,,,
3404,趁,ㄔㄣˋ,,,,,,
3405,趑,ㄗ,,,,,,
3406,趍,ㄑㄩ,,,,,,
3407,趙,ㄓㄠˋ,,,,,,
3408,趣,ㄑㄩˋ,,,,,,
3409,趟,ㄊㄤˋ,,,,,,
3410,趠,ㄓㄨㄛˊ,,,,,,
3411,趡,ㄘㄨㄟˇ,,,,,,
3412,趨,ㄑㄩ,,,,,,
3413,趬,ㄑ丨ㄠ,,,,,,
3414,趫,ㄑ丨ㄠˊ,,,,,,
3415,趭,ㄐ丨ㄠˋ,,,,,,
3416,趯,ㄊ丨ˋ,,,,,,
3417,趲,ㄗㄢˇ,,,,,,
3418,足,ㄗㄨˊ,ㄐㄩˋ,,,,,
3419,趵,ㄅㄠˋ,,,,,,
3420,趼,ㄐ丨ㄢˇ,,,,,,
3421,趹,ㄐㄩㄝˊ,,,,,,
3422,跂,ㄑ丨ˊ,,,,,,
3423,趿,ㄙㄚˋ,ㄊㄚ,,,,,
3424,跇,ㄔˋ,,,,,,
3425,跖,ㄓˊ,,,,,,
3426,跋,ㄅㄚˊ,,,,,,
3427,跕,ㄊ丨ㄝ,,,,,,
3428,跑,ㄆㄠˇ,,,,,,
3429,跛,ㄅㄛˇ,ㄅ丨ˋ,,,,,
3430,跚,ㄕㄢ,,,,,,
3431,跗,ㄈㄨ,,,,,,
3432,跤,ㄐ丨ㄠ,,,,,,
3433,跰,ㄆ丨ㄢˊ,,,,,,
3434,跬,ㄎㄨㄟˇ,,,,,,
3435,跩,ㄓㄨㄞˇ,,,,,,
3436,跐,ㄘˇ,,,,,,
3437,跳,ㄊ丨ㄠˋ,,,,,,
3438,跦,ㄓㄨ,,,,,,
3439,跺,ㄉㄨㄛˋ,,,,,,
3440,跪,ㄍㄨㄟˋ,,,,,,
3441,跣,ㄒ丨ㄢˇ,,,,,,
3442,路,ㄌㄨˋ,,,,,,
3443,跧,ㄑㄩㄢˊ,,,,,,
3444,跲,ㄐ丨ㄚˊ,,,,,,
3445,跫,ㄑㄩㄥˊ,,,,,,
3446,踉,ㄌ丨ㄤˊ,ㄌ丨ㄤˋ,,,,,
3447,跼,ㄐㄩˊ,,,,,,
3448,踆,ㄘㄨㄣ,ㄑㄩㄣ,,,,,
3449,踅,ㄒㄩㄝˊ,,,,,,
3450,踠,ㄨㄢˇ,,,,,,
3451,踣,ㄅㄛˊ,,,,,,
3452,踤,ㄗㄨˊ,,,,,,
3453,踞,ㄐㄩˋ,,,,,,
3454,踑,ㄑ丨ˊ,,,,,,
3455,踖,ㄐ丨ˊ,,,,,,
3456,踐,ㄐ丨ㄢˋ,,,,,,
3457,踦,ㄐ丨ˇ,丨ˇ,,,,,
3458,踝,ㄏㄨㄞˊ,,,,,,
3459,踢,ㄊ丨,,,,,,
3460,踧,ㄘㄨˋ,ㄉ丨ˊ,,,,,
3461,踔,ㄓㄨㄛˊ,,,,,,
3462,踩,ㄘㄞˇ,,,,,,
3463,蹁,ㄆ丨ㄢˊ,,,,,,
3464,蹄,ㄊ丨ˊ,,,,,,
3465,蹂,ㄖㄡˊ,,,,,,
3466,踳,ㄔㄨㄣˇ,,,,,,
3467,蹀,ㄉ丨ㄝˊ,,,,,,
3468,踶,ㄉ丨ˋ,,,,,,
3469,踼,ㄉㄤˋ,,,,,,
3470,踹,ㄔㄨㄞˋ,,,,,,
3471,踰,ㄩˊ,,,,,,
3472,蹇,ㄐ丨ㄢˇ,,,,,,
3473,蹍,ㄓㄢˇ,,,,,,
3474,蹊,ㄒ丨,,,,,,
3475,蹌,ㄑ丨ㄤ,ㄑ丨ㄤˋ,,,,,
3476,蹢,ㄓˊ,,,,,,
3477,蹣,ㄇㄢˊ,,,,,,
3478,蹛,ㄉㄞˋ,,,,,,
3479,蹡,ㄑ丨ㄤ,,,,,,
3480,蹔,ㄓㄢˋ,,,,,,
3481,蹙,ㄘㄨˋ,,,,,,
3482,蹴,ㄘㄨˋ,,,,,,
3483,蹲,ㄉㄨㄣ,,,,,,
3484,蹬,ㄉㄥˋ,,,,,,
3485,蹶,ㄐㄩㄝˊ,,,,,,
3486,蹼,ㄆㄨˊ,,,,,,
3487,蹻,ㄑ丨ㄠ,ㄐ丨ㄠˇ,ㄐㄩㄝˊ,,,,
3488,躇,ㄔㄨˊ,,,,,,
3489,躅,ㄓㄨˊ,,,,,,
3490,躋,ㄐ丨,,,,,,
3491,躍,ㄩㄝˋ,,,,,,
3492,躒,ㄌ丨ˋ,ㄌㄨㄛˋ,,,,,
3493,躟,ㄖㄤˇ,,,,,,
3494,躠,ㄙㄚˋ,,,,,,
3495,躤,ㄐ丨ˊ,,,,,,
3496,躦,ㄗㄨㄢ,,,,,,
3497,身,ㄕㄣ,ㄐㄩㄢ,,,,,
3498,車,ㄐㄩ,ㄔㄜ,,,,,
3499,軋,丨ㄚˋ,ㄍㄚˊ,,,,,
3500,軒,ㄒㄩㄢ,,,,,,
3501,軏,ㄩㄝˋ,,,,,,
3502,軑,ㄉㄞˋ,,,,,,
3503,軻,ㄎㄜ,,,,,,
3504,軺,丨ㄠˊ,,,,,,
3505,軷,ㄅㄚˊ,,,,,,
3506,軸,ㄓㄡˊ,,,,,,
3507,軼,丨ˋ,,,,,,
3508,軥,ㄑㄩˊ,,,,,,
3509,軵,ㄈㄨˇ,,,,,,
3510,軬,ㄈㄢˋ,,,,,,
3511,較,ㄐ丨ㄠˋ,,,,,,
3512,輆,ㄎㄞˇ,,,,,,
3513,軿,ㄆ丨ㄥˊ,ㄆㄥ,,,,,
3514,載,ㄗㄞˋ,ㄗㄞˇ,,,,,
3515,輁,ㄍㄨㄥˇ,,,,,,
3516,輅,ㄌㄨˋ,,,,,,
3517,輇,ㄑㄩㄢˊ,,,,,,
3518,輐,ㄨㄢˋ,,,,,,
3519,輑,ㄑㄩㄣ,,,,,,
3520,輕,ㄑ丨ㄥ,,,,,,
3521,輓,ㄨㄢˇ,,,,,,
3522,輟,ㄔㄨㄛˋ,,,,,,
3523,輛,ㄌ丨ㄤˋ,,,,,,
3524,輘,ㄌ丨ㄥˊ,,,,,,
3525,輠,ㄍㄨㄛˇ,,,,,,
3526,輪,ㄌㄨㄣˊ,,,,,,
3527,輜,ㄗ,,,,,,
3528,輦,ㄋ丨ㄢˇ,,,,,,
3529,輶,丨ㄡˊ,,,,,,
3530,輵,ㄍㄜˊ,,,,,,
3531,輲,ㄔㄨㄢˊ,,,,,,
3532,輸,ㄕㄨ,,,,,,
3533,轄,ㄒ丨ㄚˊ,,,,,,
3534,輾,ㄓㄢˇ,,,,,,
3535,轀,ㄨㄣ,,,,,,
3536,轂,ㄍㄨˇ,ㄍㄨ,,,,,
3537,轉,ㄓㄨㄢˇ,ㄓㄨㄢˋ,,,,,
3538,轍,ㄔㄜˋ,ㄓㄜˊ,,,,,
3539,轇,ㄐ丨ㄡ,,,,,,
3540,轔,ㄌ丨ㄣˊ,,,,,,
3541,轑,ㄌㄠˇ,,,,,,
3542,轐,ㄅㄨˊ,,,,,,
3543,轎,ㄐ丨ㄠˋ,,,,,,
3544,轙,丨ˇ,,,,,,
3545,轗,ㄎㄢˇ,,,,,,
3546,轘,ㄏㄨㄢˊ,,,,,,
3547,轛,ㄉㄨㄟˋ,,,,,,
3548,轝,ㄩˊ,,,,,,
3549,轡,ㄆㄟˋ,,,,,,
3550,辟,ㄅ丨ˋ,ㄆ丨ˋ,,,,,
3551,辨,ㄅ丨ㄢˋ,,,,,,
3552,辯,ㄅ丨ㄢˋ,,,,,,
3553,辱,ㄖㄨˋ,,,,,,
3554,辴,ㄓㄣˇ,,,,,,
3555,迂,ㄩ,,,,,,
3556,迆,丨ˊ,,,,,,
3557,迄,ㄑ丨ˋ,,,,,,
3558,巡,ㄒㄩㄣˊ,,,,,,
3559,迋,ㄨㄤˋ,,,,,,
3560,迕,ㄨˇ,,,,,,
3561,迎,丨ㄥˊ,,,,,,
3562,近,ㄐ丨ㄣˋ,,,,,,
3563,迣,ㄓˋ,,,,,,
3564,迦,ㄐ丨ㄚ,,,,,,
3565,迥,ㄐㄩㄥˇ,,,,,,
3566,迤,丨ˊ,,,,,,
3567,迮,ㄗㄜˊ,,,,,,
3568,迫,ㄆㄛˋ,,,,,,
3569,迸,ㄅㄥˋ,,,,,,
3570,逄,ㄆㄤˊ,ㄈㄥˊ,,,,,
3571,退,ㄊㄨㄟˋ,,,,,,
3572,迵,ㄉㄨㄥˋ,,,,,,
3573,适,ㄍㄨㄚ,,,,,,
3574,追,ㄓㄨㄟ,ㄉㄨㄟ,,,,,
3575,逅,ㄏㄡˋ,,,,,,
3576,這,ㄓㄜˋ,,,,,,
3577,通,ㄊㄨㄥ,,,,,,
3578,連,ㄌ丨ㄢˊ,,,,,,
3579,逞,ㄔㄥˇ,,,,,,
3580,逡,ㄑㄩㄣ,,,,,,
3581,造,ㄗㄠˋ,,,,,,
3582,透,ㄊㄡˋ,,,,,,
3583,逢,ㄈㄥˊ,ㄆㄥˊ,,,,,
3584,逛,ㄍㄨㄤˋ,,,,,,
3585,逮,ㄉㄞˋ,ㄉㄞˇ,,,,,
3586,遍,ㄅ丨ㄢˋ,,,,,,
3587,遒,ㄑ丨ㄡˊ,,,,,,
3588,道,ㄉㄠˋ,,,,,,
3589,遂,ㄙㄨㄟˋ,,,,,,
3590,達,ㄉㄚˊ,,,,,,
3591,逼,ㄅ丨,,,,,,
3592,過,ㄍㄨㄛˋ,ㄍㄨㄛ,,,,,
3593,遁,ㄉㄨㄣˋ,,,,,,
3594,遠,ㄩㄢˇ,ㄩㄢˋ,,,,,
3595,遜,ㄒㄩㄣˋ,,,,,,
3596,遣,ㄑ丨ㄢˇ,,,,,,
3597,遛,ㄌ丨ㄡˋ,,,,,,
3598,遞,ㄉ丨ˋ,,,,,,
3599,適,ㄕˋ,ㄉ丨ˊ,,,,,
3600,遮,ㄓㄜ,,,,,,
3601,遰,ㄉ丨ˋ,,,,,,
3602,遴,ㄌ丨ㄣˊ,,,,,,
3603,選,ㄒㄩㄢˇ,,,,,,
3604,遲,ㄔˊ,ㄓˋ,,,,,
3605,遶,ㄖㄠˋ,,,,,,
3606,遻,ㄨˋ,,,,,,
3607,遺,丨ˊ,ㄨㄟˋ,,,,,
3608,邆,ㄊㄥˊ,,,,,,
3609,邅,ㄓㄢ,,,,,,
3610,避,ㄅ丨ˋ,,,,,,
3611,還,ㄏㄨㄢˊ,ㄏㄞˊ,,,,,
3612,邋,ㄌㄚ,ㄌ丨ㄝˋ,,,,,
3613,邕,ㄩㄥ,,,,,,
3614,邙,ㄇㄤˊ,,,,,,
3615,邗,ㄏㄢˊ,,,,,,
3616,邟,ㄎㄤˋ,,,,,,
3617,邡,ㄈㄤ,,,,,,
3618,那,ㄋㄚˋ,ㄋㄚˇ,ㄋㄚ,,,,
3619,邢,ㄒ丨ㄥˊ,,,,,,
3620,邪,ㄒ丨ㄝˊ,丨ㄝˊ,,,,,
3621,邴,ㄅ丨ㄥˇ,,,,,,
3622,邶,ㄅㄟˋ,,,,,,
3623,邰,ㄊㄞˊ,,,,,,
3624,郇,ㄒㄩㄣˊ,,,,,,
3625,郃,ㄏㄜˊ,,,,,,
3626,郙,ㄈㄨˇ,,,,,,
3627,郝,ㄏㄠˇ,,,,,,
3628,郗,ㄔ,,,,,,
3629,郜,ㄍㄠˋ,,,,,,
3630,郛,ㄈㄨˊ,,,,,,
3631,部,ㄅㄨˋ,,,,,,
3632,郪,ㄑ丨,,,,,,
3633,郫,ㄆ丨ˊ,,,,,,
3634,都,ㄉㄨ,ㄉㄡ,,,,,
3635,鄆,ㄩㄣˋ,,,,,,
3636,郾,丨ㄢˇ,,,,,,
3637,郿,ㄇㄟˊ,,,,,,
3638,鄀,ㄖㄨㄛˋ,,,,,,
3639,鄅,ㄩˇ,,,,,,
3640,鄇,ㄏㄡˊ,,,,,,
3641,鄃,ㄕㄨ,,,,,,
3642,鄉,ㄒ丨ㄤ,,,,,,
3643,郺,ㄩㄥ,,,,,,
3644,鄗,ㄏㄠˋ,ㄑ丨ㄠ,,,,,
3645,鄐,ㄔㄨˋ,,,,,,
3646,鄑,ㄐ丨ㄣˋ,,,,,,
3647,鄣,ㄓㄤ,,,,,,
3648,鄘,ㄩㄥ,,,,,,
3649,鄜,ㄈㄨ,,,,,,
3650,鄟,ㄓㄨㄢ,,,,,,
3651,鄢,丨ㄢ,,,,,,
3652,鄞,丨ㄣˊ,,,,,,
3653,鄙,ㄅ丨ˇ,,,,,,
3654,鄤,ㄇㄢˋ,,,,,,
3655,鄨,ㄅ丨ˋ,,,,,,
3656,鄱,ㄆㄛˊ,,,,,,
3657,鄶,ㄎㄨㄞˋ,,,,,,
3658,鄹,ㄗㄡ,,,,,,
3659,鄺,ㄎㄨㄤˋ,,,,,,
3660,酈,ㄌ丨ˋ,,,,,,
3661,酇,ㄗㄢˋ,,,,,,
3662,酊,ㄉ丨ㄥˇ,ㄉ丨ㄥ,,,,,
3663,酐,ㄍㄢ,,,,,,
3664,酏,丨ˊ,,,,,,
3665,酖,ㄉㄢ,,,,,,
3666,酘,ㄊㄡˊ,,,,,,
3667,酣,ㄏㄢ,,,,,,
3668,酢,ㄗㄨㄛˋ,ㄘㄨˋ,,,,,
3669,酩,ㄇ丨ㄥˊ,,,,,,
3670,酪,ㄌㄨㄛˋ,,,,,,
3671,酵,ㄒ丨ㄠˋ,,,,,,
3672,醊,ㄔㄨㄛˋ,,,,,,
3673,醋,ㄘㄨˋ,,,,,,
3674,醃,丨ㄢ,,,,,,
3675,醍,ㄊ丨ˊ,,,,,,
3676,醒,ㄒ丨ㄥˇ,,,,,,
3677,醛,ㄑㄩㄢˊ,,,,,,
3678,醧,ㄩˋ,,,,,,
3679,醫,丨,,,,,,
3680,醱,ㄆㄛˋ,,,,,,
3681,醭,ㄆㄨˊ,,,,,,
3682,醷,丨ˋ,,,,,,
3683,醳,丨ˋ,,,,,,
3684,釃,ㄙ,,,,,,
3685,采,ㄘㄞˇ,,,,,,
3686,釋,ㄕˋ,,,,,,
3687,重,ㄓㄨㄥˋ,ㄔㄨㄥˊ,,,,,
3688,量,ㄌ丨ㄤˋ,ㄌ丨ㄤˊ,,,,,
3689,釐,ㄌ丨ˊ,ㄒ丨,,,,,
3690,釘,ㄉ丨ㄥ,ㄉ丨ㄥˋ,,,,,
3691,釕,ㄌ丨ㄠˇ,,,,,,
3692,釬,ㄏㄢˋ,,,,,,
3693,釭,ㄍㄤ,,,,,,
3694,釱,ㄉ丨ˋ,,,,,,
3695,釦,ㄎㄡˋ,,,,,,
3696,釩,ㄈㄢˊ,,,,,,
3697,釧,ㄔㄨㄢˋ,,,,,,
3698,釤,ㄕㄢ,,,,,,
3699,鈃,ㄒ丨ㄥˊ,ㄐ丨ㄢ,,,,,
3700,鈀,ㄆㄚˊ,ㄅㄚ,,,,,
3701,鈚,ㄆ丨ˊ,,,,,,
3702,鈔,ㄔㄠ,,,,,,
3703,鈒,ㄙㄜˋ,,,,,,
3704,釿,丨ㄣˊ,,,,,,
3705,鈆,丨ㄢˊ,,,,,,
3706,鉈,ㄊㄚ,,,,,,
3707,鈮,ㄋ丨ˊ,,,,,,
3708,鈷,ㄍㄨˇ,ㄍㄨ,,,,,
3709,鉞,ㄩㄝˋ,,,,,,
3710,鉥,ㄕㄨˋ,,,,,,
3711,鈸,ㄅㄚˊ,,,,,,
3712,鉏,ㄔㄨˊ,,,,,,
3713,鉀,ㄐ丨ㄚˇ,,,,,,
3714,鈾,丨ㄡˋ,,,,,,
3715,鈿,ㄉ丨ㄢˋ,,,,,,
3716,鉆,ㄑ丨ㄢˊ,,,,,,
3717,鉋,ㄅㄠˋ,,,,,,
3718,鉤,ㄍㄡ,,,,,,
3719,鉛,ㄑ丨ㄢ,丨ㄢˊ,,,,,
3720,鈹,ㄆ丨,ㄆ丨ˊ,,,,,
3721,鉸,ㄐ丨ㄠˇ,,,,,,
3722,鉺,ㄦˇ,,,,,,
3723,銚,丨ㄠˊ,ㄉ丨ㄠˋ,ㄊ丨ㄠˊ,,,,
3724,鉹,丨ˊ,,,,,,
3725,銖,ㄓㄨ,,,,,,
3726,銑,ㄒ丨ㄢˇ,,,,,,
3727,銛,ㄒ丨ㄢ,,,,,,
3728,鉻,ㄍㄜˋ,,,,,,
3729,鉿,ㄏㄜˊ,,,,,,
3730,銗,ㄏㄡˊ,,,,,,
3731,銎,ㄑㄩㄥ,,,,,,
3732,銻,ㄊ丨ˋ,ㄊ丨,,,,,
3733,銳,ㄖㄨㄟˋ,,,,,,
3734,鋟,ㄑ丨ㄣˇ,,,,,,
3735,鋦,ㄐㄩ,ㄐㄩˊ,,,,,
3736,鋪,ㄆㄨ,ㄆㄨˋ,,,,,
3737,鋙,ㄨˊ,,,,,,
3738,鋗,ㄒㄩㄢ,,,,,,
3739,鋘,ㄨˊ,,,,,,
3740,鋁,ㄌㄩˇ,,,,,,
3741,鋌,ㄊ丨ㄥˇ,,,,,,
3742,鋈,ㄨˋ,,,,,,
3743,錇,ㄆㄡˊ,,,,,,
3744,錞,ㄔㄨㄣˊ,ㄉㄨㄟˋ,,,,,
3745,錈,ㄐㄩㄢˋ,,,,,,
3746,錟,ㄊㄢˊ,ㄒ丨ㄢ,,,,,
3747,鋸,ㄐㄩˋ,,,,,,
3748,錏,丨ㄚˋ,,,,,,
3749,錯,ㄘㄨㄛˋ,,,,,,
3750,錢,ㄑ丨ㄢˊ,ㄐ丨ㄢˇ,,,,,
3751,錡,ㄑ丨ˊ,,,,,,
3752,鋼,ㄍㄤ,ㄍㄤˋ,,,,,
3753,錁,ㄎㄜˋ,,,,,,
3754,錫,ㄒ丨ˊ,,,,,,
3755,錭,ㄊㄠˊ,,,,,,
3756,錄,ㄌㄨˋ,,,,,,
3757,鋋,丨ㄢˊ,,,,,,
3758,錘,ㄔㄨㄟˊ,,,,,,
3759,鍖,ㄔㄣˇ,,,,,,
3760,鍼,ㄓㄣ,,,,,,
3761,鍉,ㄉ丨,,,,,,
3762,鍥,ㄑ丨ㄝˋ,,,,,,
3763,鎊,ㄅㄤˋ,,,,,,
3764,鎬,ㄏㄠˋ,ㄍㄠˇ,,,,,
3765,鎘,ㄍㄜˊ,,,,,,
3766,鎒,ㄋㄡˋ,,,,,,
3767,鎧,ㄎㄞˇ,,,,,,
3768,鎚,ㄔㄨㄟˊ,,,,,,
3769,鎢,ㄨ,,,,,,
3770,鎞,ㄆ丨ˋ,ㄅ丨ˋ,,,,,
3771,鎮,ㄓㄣˋ,,,,,,
3772,鎗,ㄑ丨ㄤ,ㄔㄥ,,,,,
3773,鏞,ㄩㄥ,,,,,,
3774,鏇,ㄒㄩㄢˋ,,,,,,
3775,鏃,ㄗㄨˊ,,,,,,
3776,鏏,ㄏㄨㄟˋ,,,,,,
3777,鏹,ㄑ丨ㄤˇ,ㄑ丨ㄤ,,,,,
3778,鏈,ㄌ丨ㄢˋ,,,,,,
3779,鏂,ㄡ,,,,,,
3780,鏐,ㄌ丨ㄡˊ,,,,,,
3781,鏜,ㄊㄤ,,,,,,
3782,鏤,ㄌㄡˋ,,,,,,
3783,鏙,ㄘㄨㄟ,,,,,,
3784,鎩,ㄕㄚ,,,,,,
3785,鏊,ㄠˊ,,,,,,
3786,鏨,ㄗㄢˋ,,,,,,
3787,鐋,ㄊㄤ,,,,,,
3788,鐓,ㄉㄨㄣ,,,,,,
3789,鐙,ㄉㄥˋ,,,,,,
3790,鐔,ㄊㄢˊ,,,,,,
3791,鏾,ㄒ丨ㄢˋ,,,,,,
3792,鐐,ㄌ丨ㄠˊ,,,,,,
3793,鐧,ㄐ丨ㄢˋ,,,,,,
3794,鐎,ㄐ丨ㄠ,,,,,,
3795,鐖,ㄐ丨,,,,,,
3796,鐺,ㄉㄤ,ㄔㄥ,,,,,
3797,鐻,ㄐㄩˋ,,,,,,
3798,𨭛,ㄍㄚˊ,,,,,,
3799,鐲,ㄓㄨㄛˊ,,,,,,
3800,鐫,ㄐㄩㄢ,,,,,,
3801,鑐,ㄒㄩ,ㄖㄨˊ,,,,,
3802,鑋,ㄑ丨ㄥ,,,,,,
3803,鑲,ㄒ丨ㄤ,,,,,,
3804,鑭,ㄌㄢˊ,,,,,,
3805,鑰,丨ㄠˋ,,,,,,
3806,鑹,ㄘㄨㄢˋ,,,,,,
3807,鑴,ㄒ丨,,,,,,
3808,鑽,ㄗㄨㄢ,ㄗㄨㄢˋ,,,,,
3809,鑿,ㄗㄠˊ,,,,,,
3810,長,ㄔㄤˊ,ㄓㄤˇ,,,,,
3811,閃,ㄕㄢˇ,,,,,,
3812,閍,ㄈㄤ,,,,,,
3813,間,ㄐ丨ㄢ,ㄐ丨ㄢˋ,,,,,
3814,閒,ㄒ丨ㄢˊ,,,,,,
3815,閜,ㄒ丨ㄚˇ,,,,,,
3816,閘,ㄓㄚˊ,,,,,,
3817,閡,ㄏㄜˊ,,,,,,
3818,閩,ㄇ丨ㄣˇ,,,,,,
3819,閣,ㄍㄜˊ,,,,,,
