序號,正體字,簡化字,音一,音二,音三,音四,音五,音六,統讀
650,惋,惋,wǎn,,,,,,統讀
651,脘,脘,wǎn,,,,,,統讀
652,往,往,wǎnɡ,,,,,,統讀
653,忘,忘,wànɡ,,,,,,統讀
654,微,微,wēi,,,,,,統讀
655,巍,巍,wēi,,,,,,統讀
656,薇,薇,wēi,,,,,,統讀
657,危,危,wēi,,,,,,統讀
658,韋,韦,wéi,,,,,,統讀
659,違,违,wéi,,,,,,統讀
660,唯,唯,wéi,,,,,,統讀
661,圩,圩,wéi,xū,,,,,
662,緯,纬,wěi,,,,,,統讀
663,委,委,wěi,wēi,,,,,
664,偽,伪,wěi,,,,,,統讀
665,萎,萎,wěi,,,,,,統讀
666,尾,尾,wěi,yǐ,,,,,
667,尉,尉,wèi,yù,,,,,
668,文,文,wén,,,,,,統讀
669,聞,闻,wén,,,,,,統讀
670,紊,紊,wěn,,,,,,統讀
671,喔,喔,wō,,,,,,統讀
672,蝸,蜗,wō,,,,,,統讀
673,硪,硪,wò,,,,,,統讀
674,誣,诬,wū,,,,,,統讀
675,梧,梧,wú,,,,,,統讀
676,牾,牾,wǔ,,,,,,統讀
677,烏,乌,wù,wō,,,,,
678,杌,杌,wù,,,,,,統讀
679,鶩,鹜,wù,,,,,,統讀
680,夕,夕,xī,,,,,,統讀
681,汐,汐,xī,,,,,,統讀
682,晰,晰,xī,,,,,,統讀
683,析,析,xī,,,,,,統讀
684,皙,皙,xī,,,,,,統讀
685,昔,昔,xī,,,,,,統讀
686,溪,溪,xī,,,,,,統讀
687,悉,悉,xī,,,,,,統讀
688,熄,熄,xī,,,,,,統讀
689,蜥,蜥,xī,,,,,,統讀
690,螅,螅,xī,,,,,,統讀
691,惜,惜,xī,,,,,,統讀
692,錫,锡,xī,,,,,,統讀
693,樨,樨,xī,,,,,,統讀
694,襲,袭,xí,,,,,,統讀
695,檄,檄,xí,,,,,,統讀
696,峽,峡,xiá,,,,,,統讀
697,暇,暇,xiá,,,,,,統讀
698,嚇,吓,xià,hè,,,,,
699,鮮,鲜,xiān,xiǎn,,,,,
700,鍁,锨,xiān,,,,,,統讀
701,纖,纤,xiān,,,,,,
702,縴,纤,qiàn,,,,,,
703,涎,涎,xián,,,,,,統讀
704,弦,弦,xián,,,,,,統讀
705,陷,陷,xiàn,,,,,,統讀
706,霰,霰,xiàn,,,,,,統讀
707,向,向,xiànɡ,,,,,,統讀
708,相,相,xiànɡ,xiānɡ,,,,,
709,淆,淆,xiáo,,,,,,統讀
710,哮,哮,xiào,,,,,,統讀
711,些,些,xiē,,,,,,統讀
712,頡,颉,xié,jié,,,,,
713,攜,携,xié,,,,,,統讀
714,偕,偕,xié,,,,,,統讀
715,挾,挟,xié,,,,,,統讀
716,械,械,xiè,,,,,,統讀
717,馨,馨,xīn,,,,,,統讀
718,囟,囟,xìn,,,,,,統讀
719,行,行,xínɡ,hánɡ,hànɡ,hénɡ,,,
720,省,省,xǐnɡ,shěnɡ,,,,,
721,芎,芎,xiōnɡ,,,,,,統讀
722,朽,朽,xiǔ,,,,,,統讀
723,宿,宿,xiù,sù,xiǔ,,,,
724,煦,煦,xù,,,,,,統讀
725,蓿,蓿,xu,,,,,,
726,癬,癣,xuǎn,,,,,,統讀
727,削,削,xuē,xiāo,,,,,
728,穴,穴,xué,,,,,,統讀
729,學,学,xué,,,,,,統讀
730,雪,雪,xuě,,,,,,統讀
731,血,血,xuè,xiě,,,,,
732,謔,谑,xuè,,,,,,統讀
733,尋,寻,xún,,,,,,統讀
734,馴,驯,xùn,,,,,,統讀
735,遜,逊,xùn,,,,,,統讀
736,熏,熏,xùn,xūn,,,,,
737,薰,熏,xūn,,,,,,
738,燻,熏,xūn,,,,,,
739,徇,徇,xùn,,,,,,統讀
740,殉,殉,xùn,,,,,,統讀
741,蕈,蕈,xùn,,,,,,統讀
742,押,押,yā,,,,,,統讀
743,崖,崖,yá,,,,,,統讀
744,啞,哑,yǎ,yā,,,,,
745,亞,亚,yà,,,,,,統讀
746,殷,殷,yān,yīn,yǐn,,,,
747,慇,殷,yīn,,,,,,
748,芫,芫,yán,yuán,,,,,
749,筵,筵,yán,,,,,,統讀
750,沿,沿,yán,,,,,,統讀
751,焰,焰,yàn,,,,,,統讀
752,夭,夭,yāo,,,,,,統讀
753,肴,肴,yáo,,,,,,統讀
754,杳,杳,yǎo,,,,,,統讀
755,舀,舀,yǎo,,,,,,統讀
756,鑰,钥,yào,yuè,,,,,
757,曜,曜,yào,,,,,,統讀
758,耀,耀,yào,,,,,,統讀
759,椰,椰,yē,,,,,,統讀
760,噎,噎,yē,,,,,,統讀
761,葉,叶,yè,shè,,,,,
762,協,叶,xié,,,,,,
763,曳,曳,yè,,,,,,
764,屹,屹,yì,,,,,,統讀
765,軼,轶,yì,,,,,,統讀
766,誼,谊,yì,,,,,,統讀
767,懿,懿,yì,,,,,,統讀
768,詣,诣,yì,,,,,,統讀
769,艾,艾,yì,ài,,,,,
770,蔭,荫,yìn,,,,,,統讀
771,應,应,yīnɡ,yìnɡ,,,,,
772,縈,萦,yínɡ,,,,,,統讀
773,映,映,yìnɡ,,,,,,統讀
774,傭,佣,yōnɡ,,,,,,
775,佣,佣,yònɡ,,,,,,
776,庸,庸,yōnɡ,,,,,,統讀
777,臃,臃,yōnɡ,,,,,,統讀
778,壅,壅,yōnɡ,,,,,,統讀
779,擁,拥,yǒnɡ,,,,,,統讀
780,踴,踊,yǒnɡ,,,,,,統讀
781,詠,咏,yǒnɡ,,,,,,統讀
782,泳,泳,yǒnɡ,,,,,,統讀
783,莠,莠,yǒu,,,,,,統讀
784,愚,愚,yú,,,,,,統讀
785,娛,娱,yú,,,,,,統讀
786,愉,愉,yú,,,,,,統讀
787,傴,伛,yǔ,,,,,,統讀
788,嶼,屿,yǔ,,,,,,統讀
789,籲,吁,yù,,,,,,
790,吁,吁,yù,xū,yū,,,,
791,躍,跃,yuè,,,,,,統讀
792,暈,晕,yūn,yùn,,,,,
793,醞,酝,yùn,,,,,,統讀
794,匝,匝,zā,,,,,,統讀
795,雜,杂,zá,,,,,,統讀
796,載,载,zǎi,zài,,,,,
797,簪,簪,zān,,,,,,統讀
798,咱,咱,zán,,,,,,統讀
799,暫,暂,zàn,,,,,,統讀
800,鑿,凿,záo,,,,,,統讀
801,擇,择,zé,zhái,,,,,
802,賊,贼,zéi,,,,,,統讀
803,憎,憎,zēnɡ,,,,,,統讀
804,甑,甑,zènɡ,,,,,,統讀
805,喳,喳,zhā,chā,,,,,
806,軋,轧,zhá,yà,,,,,
807,摘,摘,zhāi,,,,,,統讀
808,粘,粘,zhān,nián,,,,,
809,漲,涨,zhǎnɡ,zhànɡ,,,,,
810,著,着,zháo,zhuó,zhāo,zhe,,,
811,沼,沼,zhǎo,,,,,,統讀
812,召,召,zhào,,,,,,統讀
813,遮,遮,zhē,,,,,,統讀
814,蟄,蛰,zhé,,,,,,統讀
815,轍,辙,zhé,,,,,,統讀
816,貞,贞,zhēn,,,,,,統讀
817,偵,侦,zhēn,,,,,,統讀
818,幀,帧,zhēn,,,,,,統讀
819,胗,胗,zhēn,,,,,,統讀
820,枕,枕,zhěn,,,,,,統讀
821,診,诊,zhěn,,,,,,統讀
822,振,振,zhèn,,,,,,統讀
823,知,知,zhī,,,,,,統讀
824,織,织,zhī,,,,,,統讀
825,脂,脂,zhī,,,,,,統讀
826,植,植,zhí,,,,,,統讀
827,殖,殖,zhí,shi,,,,,
828,指,指,zhǐ,,,,,,統讀
829,擲,掷,zhì,,,,,,統讀
830,質,质,zhì,,,,,,統讀
831,蛭,蛭,zhì,,,,,,統讀
832,秩,秩,zhì,,,,,,統讀
833,櫛,栉,zhì,,,,,,統讀
834,炙,炙,zhì,,,,,,統讀
835,中,中,zhōnɡ,zhònɡ,,,,,
836,種,种,zhònɡ,zhǒnɡ,,,,,
837,謅,诌,zhōu,,,,,,統讀
838,驟,骤,zhòu,,,,,,統讀
839,軸,轴,zhòu,zhóu,,,,,
840,碡,碡,zhou,,,,,,
841,燭,烛,zhú,,,,,,統讀
842,逐,逐,zhú,,,,,,統讀
843,屬,属,zhǔ,shǔ,,,,,
844,築,筑,zhù,,,,,,統讀
845,著,著,zhù,,,,,,
846,轉,转,zhuǎn,zhuàn,,,,,
847,撞,撞,zhuànɡ,,,,,,統讀
848,幢,幢,zhuànɡ,chuánɡ,,,,,
849,拙,拙,zhuō,,,,,,統讀
850,茁,茁,zhuó,,,,,,統讀
851,灼,灼,zhuó,,,,,,統讀
852,卓,卓,zhuó,,,,,,統讀
853,綜,综,zōnɡ,zènɡ,,,,,
854,縱,纵,zònɡ,,,,,,統讀
855,粽,粽,zònɡ,,,,,,統讀
856,鏃,镞,zú,,,,,,統讀
857,組,组,zǔ,,,,,,統讀
858,鑽,钻,zuān,zuàn,,,,,
859,佐,佐,zuǒ,,,,,,統讀
860,唑,唑,zuò,,,,,,統讀
861,柞,柞,zuò,zhà,,,,,
862,做,做,zuò,,,,,,統讀
863,作,作,zuò,zuō,,,,,
