序號,字表別,大陸規範字,臺灣標準字一,臺灣標準字二,臺灣標準字三,臺灣標準字四
7189,三級字表,稆,穭,,,
7190,三級字表,笱,笱,,,
7191,三級字表,笯,笯,,,
7192,三級字表,偰,偰,,,
7193,三級字表,偡,偡,,,
7194,三級字表,鸺,鵂,,,
7195,三級字表,偭,偭,,,
7196,三級字表,偲,偲,,,
7197,三級字表,偁,偁,,,
7198,三級字表,㿠,㿠,,,
7199,三級字表,鄅,鄅,,,
7200,三級字表,偓,偓,,,
7201,三級字表,徛,徛,,,
7202,三級字表,衒,衒,,,
7203,三級字表,舳,舳,,,
7204,三級字表,舲,舲,,,
7205,三級字表,鸼,鵃,,,
7206,三級字表,悆,悆,,,
7207,三級字表,鄃,鄃,,,
7208,三級字表,瓻,瓻,,,
7209,三級字表,䝙,貙,,,
7210,三級字表,脶,腡,,,
7211,三級字表,脞,脞,,,
7212,三級字表,脟,脟,,,
7213,三級字表,䏲,䏲,,,
7214,三級字表,鱾,魢,,,
7215,三級字表,猇,猇,,,
7216,三級字表,猊,猊,,,
7217,三級字表,猄,猄,,,
7218,三級字表,觖,觖,,,
7219,三級字表,𠅤,𠅤,,,
7220,三級字表,庱,庱,,,
7221,三級字表,庼,廎,,,
7222,三級字表,庳,庳,,,
7223,三級字表,痓,痓,,,
7224,三級字表,䴔,鵁,,,
7225,三級字表,竫,竫,,,
7226,三級字表,堃,堃,,,
7227,三級字表,阌,閿,,,
7228,三級字表,羝,羝,,,
7229,三級字表,羕,羕,,,
7230,三級字表,焆,焆,,,
7231,三級字表,烺,烺,,,
7232,三級字表,焌,焌,,,
7233,三級字表,淏,淏,,,
7234,三級字表,⿰氵国,漍,,,
7235,三級字表,淟,淟,,,
7236,三級字表,淜,淜,,,
7237,三級字表,淴,淴,,,
7238,三級字表,淯,淯,,,
7239,三級字表,湴,湴,,,
7240,三級字表,涴,涴,,,
7241,三級字表,⿱汤玉,璗,,,
7242,三級字表,㥄,㥄,,,
7243,三級字表,惛,惛,,,
7244,三級字表,惔,惔,,,
7245,三級字表,悰,悰,,,
7246,三級字表,惙,惙,,,
7247,三級字表,寁,寁,,,
7248,三級字表,逭,逭,,,
7249,三級字表,⿰讠垔,諲,,,
7250,三級字表,⿰讠咸,諴,,,
7251,三級字表,袼,袼,,,
7252,三級字表,裈,褌,,,
7253,三級字表,祲,祲,,,
7254,三級字表,⿰讠是,諟,,,
7255,三級字表,⿰讠叟,謏,,,
7256,三級字表,谞,諝,,,
7257,三級字表,艴,艴,,,
7258,三級字表,弸,弸,,,
7259,三級字表,弶,弶,,,
7260,三級字表,⿰阝贵,隤,,,
7261,三級字表,隃,隃,,,
7262,三級字表,婞,婞,,,
7263,三級字表,娵,娵,,,
7264,三級字表,婼,婼,,,
7265,三級字表,媖,媖,,,
7266,三級字表,婳,嫿,,,
7267,三級字表,婍,婍,,,
7268,三級字表,婌,婌,,,
7269,三級字表,婫,婫,,,
7270,三級字表,婤,婤,,,
7271,三級字表,婘,婘,,,
7272,三級字表,婠,婠,,,
7273,三級字表,⿰纟青,綪,,,
7274,三級字表,⿰纟林,綝,,,
7275,三級字表,⿰马非,緋,,,
7276,三級字表,⿰马匋,騊,,,
7277,三級字表,绹,綯,,,
7278,三級字表,⿰纟京,綡,,,
7279,三級字表,⿰纟享,綧,,,
7280,三級字表,骕,驌,,,
7281,三級字表,⿰马录,騄,,,
7282,三級字表,絜,絜,,,
7283,三級字表,珷,珷,,,
7284,三級字表,琲,琲,,,
7285,三級字表,琡,琡,,,
7286,三級字表,琟,琟,,,
7287,三級字表,琔,琔,,,
7288,三級字表,琭,琭,,,
7289,三級字表,堾,堾,,,
7290,三級字表,堼,堼,,,
7291,三級字表,揕,揕,,,
7292,三級字表,㙘,㙘,,,
7293,三級字表,堧,堧,,,
7294,三級字表,喆,喆,,,
7295,三級字表,堨,堨,,,
7296,三級字表,塅,塅,,,
7297,三級字表,堠,堠,,,
7298,三級字表,絷,縶,,,
7299,三級字表,⿰土娄,塿,,,
7300,三級字表,⿰土扁,𡎚,,,
7301,三級字表,葜,葜,,,
7302,三級字表,惎,惎,,,
7303,三級字表,萳,萳,,,
7304,三級字表,葙,葙,,,
7305,三級字表,靬,靬,,,
7306,三級字表,葴,葴,,,
7307,三級字表,蒇,蕆,,,
7308,三級字表,蒈,蒈,,,
7309,三級字表,鄚,鄚,,,
7310,三級字表,蒉,蕢,,,
7311,三級字表,蓇,蓇,,,
7312,三級字表,萩,萩,,,
7313,三級字表,蒐,蒐,,,
7314,三級字表,葰,葰,,,
7315,三級字表,葎,葎,,,
7316,三級字表,鄑,鄑,,,
7317,三級字表,蒎,蒎,,,
7318,三級字表,葖,葖,,,
7319,三級字表,蒄,蒄,,,
7320,三級字表,萹,萹,,,
7321,三級字表,棤,棤,,,
7322,三級字表,棽,棽,,,
7323,三級字表,棫,棫,,,
7324,三級字表,椓,椓,,,
7325,三級字表,椑,椑,,,
7326,三級字表,⿰木质,櫍,,,
7327,三級字表,鹀,鵐,,,
7328,三級字表,椆,椆,,,
7329,三級字表,棓,棓,,,
7330,三級字表,棬,棬,,,
7331,三級字表,棪,棪,,,
7332,三級字表,椀,椀,,,
7333,三級字表,楗,楗,,,
7334,三級字表,⿰甫鸟,鵏,,,
7335,三級字表,甦,甦,,,
7336,三級字表,酦,醱,,,
7337,三級字表,觌,覿,,,
7338,三級字表,奡,奡,,,
7339,三級字表,皕,皕,,,
7340,三級字表,硪,硪,,,
7341,三級字表,欹,欹,,,
7342,三級字表,詟,讋,,,
7343,三級字表,⿰车兒,輗,,,
7344,三級字表,辌,輬,,,
7345,三級字表,棐,棐,,,
7346,三級字表,龂,齗,,,
7347,三級字表,⿰齿介,齘,,,
7348,三級字表,黹,黹,,,
7349,三級字表,牚,牚,,,
7350,三級字表,睎,睎,,,
7351,三級字表,晫,晫,,,
7352,三級字表,晪,晪,,,
7353,三級字表,晱,晱,,,
7354,三級字表,𧿹,𧿹,,,
7355,三級字表,蛑,蛑,,,
7356,三級字表,畯,畯,,,
7357,三級字表,斝,斝,,,
7358,三級字表,喤,喤,,,
7359,三級字表,崶,崶,,,
7360,三級字表,嵁,嵁,,,
7361,三級字表,⿰山带,嵽,,,
7362,三級字表,崾,崾,,,
7363,三級字表,嵅,嵅,,,
7364,三級字表,崿,崿,,,
7365,三級字表,嵚,嶔,,,
7366,三級字表,翙,翽,,,
7367,三級字表,⿰岂页,顗,,,
7368,三級字表,圌,圌,,,
7369,三級字表,圐,圐,,,
7370,三級字表,赑,贔,,,
7371,三級字表,淼,淼,,,
7372,三級字表,赒,賙,,,
7373,三級字表,⿰钅麦,䥑,,,
7374,三級字表,铹,鐒,,,
7375,三級字表,⿰钅杜,𨧀,,,
7376,三級字表,铽,鋱,,,
7377,三級字表,𨱇,銶,,,
7378,三級字表,⿰钅肙,鋗,,,
7379,三級字表,锊,鋝,,,
7380,三級字表,锍,鋶,,,
7381,三級字表,锎,鉲,,,
7382,三級字表,⿰钅宏,鋐,,,
7383,三級字表,锓,鋟,,,
7384,三級字表,犇,犇,,,
7385,三級字表,颋,頲,,,
7386,三級字表,稌,稌,,,
7387,三級字表,筀,筀,,,
7388,三級字表,筘,筘,,,
7389,三級字表,筜,簹,,,
7390,三級字表,筥,筥,,,
7391,三級字表,筅,筅,,,
7392,三級字表,傃,傃,,,
7393,三級字表,傉,傉,,,
7394,三級字表,翛,翛,,,
7395,三級字表,傒,傒,,,
7396,三級字表,傕,傕,,,
7397,三級字表,舾,舾,,,
7398,三級字表,畬,畬,,,
7399,三級字表,⿰兆页,頫,,,
7400,三級字表,脿,脿,,,
7401,三級字表,腘,膕,,,
7402,三級字表,䐃,䐃,,,
7403,三級字表,腙,腙,,,
7404,三級字表,腒,腒,,,
7405,三級字表,⿰危页,頠,,,
7406,三級字表,鲃,鲃,,,
7407,三級字表,猰,猰,,,
7408,三級字表,⿱狂鸟,鵟,,,
7409,三級字表,猯,猯,,,
7410,三級字表,㺄,㺄,,,
7411,三級字表,馉,餶,,,
7412,三級字表,凓,凓,,,
7413,三級字表,鄗,鄗,,,
7414,三級字表,⿸广钦,廞,,,
7415,三級字表,廋,廋,,,
7416,三級字表,廆,廆,,,
7417,三級字表,鄌,鄌,,,
7418,三級字表,粢,粢,,,
7419,三級字表,遆,遆,,,
7420,三級字表,旐,旐,,,
7421,三級字表,⿴门垔,闉,,,
7422,三級字表,焞,焞,,,
7423,三級字表,⿰火单,燀,,,
7424,三級字表,欻,欻,,,
7425,三級字表,𣸣,濆,,,
7426,三級字表,溚,溚,,,
7427,三級字表,溁,濚,,,
7428,三級字表,湝,湝,,,
7429,三級字表,渰,渰,,,
7430,三級字表,湓,湓,,,
7431,三級字表,㴔,㴔,,,
7432,三級字表,渟,渟,,,
7433,三級字表,溠,溠,,,
7434,三級字表,渼,渼,,,
7435,三級字表,溇,漊,,,
7436,三級字表,湣,湣,,,
7437,三級字表,湑,湑,,,
7438,三級字表,溞,溞,,,
7439,三級字表,愐,愐,,,
7440,三級字表,愃,愃,,,
7441,三級字表,敩,斆,,,
7442,三級字表,甯,甯,,,
7443,三級字表,棨,棨,,,
7444,三級字表,扊,扊,,,
7445,三級字表,裣,襝,,,
7446,三級字表,祼,祼,,,
7447,三級字表,婻,婻,,,
7448,三級字表,媆,媆,,,
7449,三級字表,媞,媞,,,
7450,三級字表,㛹,㛹,,,
7451,三級字表,媓,媓,,,
7452,三級字表,媂,媂,,,
7453,三級字表,媄,媄,,,
7454,三級字表,毵,毿,,,
7455,三級字表,矞,矞,,,
7456,三級字表,⿰马砉,騞,,,
7457,三級字表,⿰马是,騠,,,
7458,三級字表,缊,縕,,,
7459,三級字表,缐,線,,,
7460,三級字表,骙,騤,,,
7461,三級字表,瑃,瑃,,,
7462,三級字表,瑓,瑓,,,
7463,三級字表,瑅,瑅,,,
7464,三級字表,瑆,瑆,,,
7465,三級字表,䴖,鶄,,,
7466,三級字表,瑖,瑖,,,
7467,三級字表,瑝,瑝,,,
7468,三級字表,瑔,瑔,,,
7469,三級字表,瑀,瑀,,,
7470,三級字表,𤧛,𤧛,,,
7471,三級字表,瑳,瑳,,,
7472,三級字表,瑂,瑂,,,
7473,三級字表,嶅,嶅,,,
7474,三級字表,瑑,瑑,,,
7475,三級字表,遘,遘,,,
7476,三級字表,髢,髢,,,
7477,三級字表,塥,塥,,,
7478,三級字表,堽,堽,,,
7479,三級字表,赪,赬,,,
7480,三級字表,摛,摛,,,
7481,三級字表,塝,塝,,,
7482,三級字表,搒,搒,,,
7483,三級字表,搌,搌,,,
7484,三級字表,蒱,蒱,,,
7485,三級字表,蒨,蒨,,,
7486,三級字表,蓏,蓏,,,
7487,三級字表,蔀,蔀,,,
7488,三級字表,蓢,蓢,,,
7489,三級字表,蓂,蓂,,,
7490,三級字表,蒻,蒻,,,
7491,三級字表,蓣,蕷,,,
7492,三級字表,椹,椹,,,
7493,三級字表,楪,楪,,,
7494,三級字表,榃,榃,,,
7495,三級字表,榅,榲,,,
7496,三級字表,楒,楒,,,
7497,三級字表,楞,楞,,,
7498,三級字表,楩,楩,,,
7499,三級字表,榇,櫬,,,
7500,三級字表,椸,椸,,,
7501,三級字表,楙,楙,,,
7502,三級字表,歅,歅,,,
7503,三級字表,⿰酉农,醲,,,
7504,三級字表,碃,碃,,,
7505,三級字表,碏,碏,,,
7506,三級字表,⿰石肯,⿰石肯,,,
7507,三級字表,碈,碈,,,
7508,三級字表,䃅,磾,,,
7509,三級字表,硿,硿,,,
7510,三級字表,鄠,鄠,,,
7511,三級字表,辒,轀,,,
7512,三級字表,⿰车酋,輶,,,
7513,三級字表,⿰车柔,輮,,,
7514,三級字表,龆,齠,,,
7515,三級字表,觜,觜,,,
7516,三級字表,䣘,䣘,,,
7517,三級字表,暕,暕,,,
7518,三級字表,鹍,鵾,鶤,,
7519,三級字表,⿰口恶,噁,,,
7520,三級字表,㬊,㬊,,,
7521,三級字表,暅,暅,,,
7522,三級字表,跱,跱,,,
7523,三級字表,蜐,蜐,,,
7524,三級字表,蜎,蜎,,,
7525,三級字表,嵲,嵲,,,
7526,三級字表,赗,賵,,,
7527,三級字表,骱,骱,,,
7528,三級字表,锖,錆,,,
7529,三級字表,⿰钅其,錤,,,
7530,三級字表,锘,鍩,,,
7531,三級字表,锳,鍈,,,
7532,三級字表,锧,鑕,,,
7533,三級字表,锪,鍃,,,
7534,三級字表,⿰钅享,錞,,,
7535,三級字表,锫,錇,,,
7536,三級字表,锬,錟,,,
7537,三級字表,⿰钅波,𨨏,,,
7538,三級字表,稑,稑,,,
7539,三級字表,稙,稙,,,
7540,三級字表,䅟,䅟,,,
7541,三級字表,⿱⺮贡,篢,,,
7542,三級字表,筻,筻,,,
7543,三級字表,筼,篔,,,
7544,三級字表,筶,筶,,,
7545,三級字表,筦,筦,,,
7546,三級字表,筤,筤,,,
7547,三級字表,傺,傺,,,
7548,三級字表,鹎,鵯,,,
7549,三級字表,僇,僇,,,
7550,三級字表,艅,艅,,,
7551,三級字表,艉,艉,,,
7552,三級字表,谼,谼,,,
7553,三級字表,貆,貆,,,
7554,三級字表,腽,膃,,,
7555,三級字表,腨,腨,,,
7556,三級字表,腯,腯,,,
7557,三級字表,鲉,鮋,,,
7558,三級字表,鲊,鮓,,,
7559,三級字表,鲌,鮊,,,
7560,三級字表,䲟,鮣,,,
7561,三級字表,⿰鱼句,鮈,,,
7562,三級字表,⿰鱼它,鮀,,,
7563,三級字表,鲏,鮍,,,
7564,三級字表,雊,雊,,,
7565,三級字表,猺,猺,,,
7566,三級字表,飔,颸,,,
7567,三級字表,觟,觟,,,
7568,三級字表,⿰月娄,膢,,,
7569,三級字表,馌,饁,,,
7570,三級字表,裛,裛,,,
7571,三級字表,廒,廒,,,
7572,三級字表,瘀,瘀,,,
7573,三級字表,瘅,癉,,,
7574,三級字表,鄘,鄘,,,
7575,三級字表,鹒,鶊,,,
7576,三級字表,鄜,鄜,,,
7577,三級字表,麀,麀,,,
7578,三級字表,鄣,鄣,,,
7579,三級字表,阘,闒,,,
7580,三級字表,⿴门臬,闑,,,
7581,三級字表,煁,煁,,,
7582,三級字表,煃,煃,,,
7583,三級字表,煴,熅,,,
7584,三級字表,煋,煋,,,
7585,三級字表,煟,煟,,,
7586,三級字表,煓,煓,,,
7587,三級字表,滠,灄,,,
7588,三級字表,溍,溍,,,
7589,三級字表,溹,溹,,,
7590,三級字表,滆,滆,,,
7591,三級字表,滉,滉,,,
7592,三級字表,溦,溦,,,
7593,三級字表,溵,溵,,,
7594,三級字表,漷,漷,,,
7595,三級字表,滧,滧,,,
7596,三級字表,滘,滘,,,
7597,三級字表,滍,滍,,,
7598,三級字表,愭,愭,,,
7599,三級字表,慥,慥,,,
7600,三級字表,慆,慆,,,
7601,三級字表,塱,塱,,,
7602,三級字表,⿰衤责,襀,,,
7603,三級字表,裼,裼,,,
7604,三級字表,禋,禋,,,
7605,三級字表,禔,禔,,,
7606,三級字表,禘,禘,,,
7607,三級字表,禒,禒,,,
7608,三級字表,谫,譾,,,
7609,三級字表,鹔,鷫,,,
7610,三級字表,⿰君页,頵,,,
7611,三級字表,愍,愍,,,
7612,三級字表,嫄,嫄,,,
7613,三級字表,媱,媱,,,
7614,三級字表,戤,戤,,,
7615,三級字表,勠,勠,,,
7616,三級字表,戣,戣,,,
7617,三級字表,⿰马原,騵,,,
7618,三級字表,⿰马奚,騱,,,
7619,三級字表,缞,縗,,,
7620,三級字表,耤,耤,,,
7621,三級字表,瑧,瑧,,,
7622,三級字表,⿰王⿱艹两,璊,,,
7623,三級字表,瑨,瑨,,,
7624,三級字表,瑱,瑱,,,
7625,三級字表,瑷,璦,,,
7626,三級字表,瑢,瑢,,,
7627,三級字表,斠,斠,,,
7628,三級字表,摏,摏,,,
7629,三級字表,墕,墕,,,
7630,三級字表,墈,墈,,,
7631,三級字表,墐,墐,,,
7632,三級字表,墘,墘,,,
7633,三級字表,摴,摴,,,
7634,三級字表,銎,銎,,,
7635,三級字表,𡐓,𡐓,,,
7636,三級字表,墚,墚,,,
7637,三級字表,撖,撖,,,
7638,三級字表,⿰土翏,⿰土翏,U:2A917,,
7639,三級字表,靽,靽,,,
7640,三級字表,鞁,鞁,,,
7641,三級字表,蔌,蔌,,,
7642,三級字表,蔈,蔈,,,
7643,三級字表,蓰,蓰,,,
7644,三級字表,蔹,蘞,,,
7645,三級字表,蔊,蔊,,,
7646,三級字表,嘏,嘏,,,
7647,三級字表,榰,榰,,,
7648,三級字表,榑,榑,,,
7649,三級字表,槚,檟,,,
7650,三級字表,𣗋,欓,,,
7651,三級字表,槜,槜,,,
7652,三級字表,榍,榍,,,
7653,三級字表,疐,疐,,,
7654,三級字表,⿰匽鸟,鶠,,,
7655,三級字表,酺,酺,,,
7656,三級字表,酾,釃,,,
7657,三級字表,酲,酲,,,
7658,三級字表,酴,酴,,,
7659,三級字表,碶,碶,,,
7660,三級字表,䃎,䃎,,,
7661,三級字表,⿰石览,𥗽,,,
7662,三級字表,碨,碨,,,
7663,三級字表,𥔲,𥔲,,,
7664,三級字表,碹,碹,,,
7665,三級字表,碥,碥,,,
7666,三級字表,劂,劂,,,
7667,三級字表,⿱此鱼,鮆,,,
7668,三級字表,䴗,鶪,,,
7669,三級字表,夥,夥,,,
7670,三級字表,瞍,瞍,,,
7671,三級字表,鹖,鶡,,,
7672,三級字表,㬎,㬎,,,
7673,三級字表,跽,跽,,,
7674,三級字表,蜾,蜾,,,
7675,三級字表,幖,幖,,,
7676,三級字表,嶍,嶍,,,
7677,三級字表,圙,圙,,,
7678,三級字表,𨱏,鎝,,,
7679,三級字表,锺,鍾,,,
7680,三級字表,锼,鎪,,,
7681,三級字表,锽,鍠,,,
7682,三級字表,⿰钅侯,鍭,,,
7683,三級字表,锾,鍰,,,
7684,三級字表,锿,鎄,,,
7685,三級字表,镃,鎡,,,
7686,三級字表,镄,鐨,,,
7687,三級字表,镅,鋂,,,
7688,三級字表,馝,馝,,,
7689,三級字表,鹙,鶖,,,
7690,三級字表,箨,籜,,,
7691,三級字表,箖,箖,,,
7692,三級字表,劄,劄,,,
7693,三級字表,僬,僬,,,
7694,三級字表,僦,僦,,,
7695,三級字表,僔,僔,,,
7696,三級字表,僎,僎,,,
7697,三級字表,槃,槃,,,
7698,三級字表,㙦,㙦,,,
7699,三級字表,鲒,鮚,,,
7700,三級字表,鲕,鮞,,,
7701,三級字表,⿰鱼师,鰤,,,
7702,三級字表,鲖,鮦,,,
7703,三級字表,鲗,鰂,,,
7704,三級字表,鲘,鮜,,,
7705,三級字表,鲙,鱠,,,
7706,三級字表,⿰鱼兆,鮡,,,
7707,三級字表,⿰鱼危,鮠,,,
7708,三級字表,𩽾,鮟,,,
7709,三級字表,夐,夐,,,
7710,三級字表,獍,獍,,,
7711,三級字表,飗,飀,,,
7712,三級字表,⿱狱鸟,鸑,,,
7713,三級字表,凘,凘,,,
7714,三級字表,廑,廑,,,
7715,三級字表,廙,廙,,,
7716,三級字表,瘗,瘞,,,
7717,三級字表,瘥,瘥,,,
7718,三級字表,瘕,瘕,,,
7719,三級字表,鲝,鮺,,,
7720,三級字表,鄫,鄫,,,
7721,三級字表,熇,熇,,,
7722,三級字表,漹,漹,,,
7723,三級字表,漖,漖,,,
7724,三級字表,潆,瀠,,,
7725,三級字表,漤,濫,,,
7726,三級字表,潩,潩,,,
7727,三級字表,漼,漼,,,
7728,三級字表,漴,漴,,,
7729,三級字表,㽏,㽏,,,
7730,三級字表,漈,漈,,,
7731,三級字表,漋,漋,,,
7732,三級字表,漻,漻,,,
7733,三級字表,慬,慬,,,
7734,三級字表,窬,窬,,,
7735,三級字表,窭,窶,,,
7736,三級字表,㮾,㮾,,,
7737,三級字表,⿰讠惠,譓,,,
7738,三級字表,褕,褕,,,
7739,三級字表,禛,禛,,,
7740,三級字表,禚,禚,,,
7741,三級字表,隩,隩,,,
7742,三級字表,嫕,嫕,,,
7743,三級字表,嫭,嫭,,,
7744,三級字表,嫜,嫜,,,
7745,三級字表,嫪,嫪,,,
7746,三級字表,⿰纟寅,縯,,,
7747,三級字表,㻬,㻬,,,
7748,三級字表,麹,麴,,,
7749,三級字表,璆,璆,,,
7750,三級字表,漦,漦,,,
7751,三級字表,叇,靆,,,
7752,三級字表,墣,墣,,,
7753,三級字表,墦,墦,,,
7754,三級字表,墡,墡,,,
7755,三級字表,劐,劐,,,
7756,三級字表,薁,薁,,,
7757,三級字表,蕰,薀,,,
7758,三級字表,蔃,蔃,,,
7759,三級字表,鼒,鼒,,,
7760,三級字表,槱,槱,,,
7761,三級字表,鹝,鷊,,,
7762,三級字表,磏,磏,,,
7763,三級字表,磉,磉,,,
7764,三級字表,殣,殣,,,
7765,三級字表,慭,憖,,,
7766,三級字表,霅,霅,,,
7767,三級字表,暵,暵,,,
7768,三級字表,暲,暲,,,
7769,三級字表,暶,暶,,,
7770,三級字表,踦,踦,,,
7771,三級字表,踣,踣,,,
7772,三級字表,䗖,螮,,,
7773,三級字表,蝘,蝘,,,
7774,三級字表,蝲,蝲,,,
7775,三級字表,蝤,蝤,,,
7776,三級字表,噇,噇,,,
7777,三級字表,噂,噂,,,
7778,三級字表,噀,噀,,,
7779,三級字表,罶,罶,,,
7780,三級字表,嶲,嶲,,,
7781,三級字表,嶓,嶓,,,
7782,三級字表,㠇,㠇,,,
7783,三級字表,嶟,嶟,,,
7784,三級字表,嶒,嶒,,,
7785,三級字表,镆,鏌,,,
7786,三級字表,镈,鎛,,,
7787,三級字表,镋,钂,,,
7788,三級字表,镎,錼,,,
7789,三級字表,⿰钅翁,鎓,,,
7790,三級字表,镕,鎔,,,
7791,三級字表,稹,稹,,,
7792,三級字表,儇,儇,,,
7793,三級字表,皞,皞,,,
7794,三級字表,皛,皛,,,
7795,三級字表,䴘,鷉,,,
7796,三級字表,艎,艎,,,
7797,三級字表,艏,艏,,,
7798,三級字表,鹟,鶲,,,
7799,三級字表,𩾃,鮸,,,
7800,三級字表,鲦,鰷,,,
7801,三級字表,鲪,鮶,,,
7802,三級字表,鲬,鯒,,,
7803,三級字表,橥,櫫,,,
7804,三級字表,觭,觭,,,
7805,三級字表,鹠,鶹,,,
7806,三級字表,鹡,鶺,,,
7807,三級字表,糇,餱,,,
7808,三級字表,糈,糈,,,
7809,三級字表,翦,翦,,,
7810,三級字表,鹢,鷁,,,
7811,三級字表,鹣,鶼,,,
7812,三級字表,熛,熛,,,
7813,三級字表,潖,潖,,,
7814,三級字表,潵,潵,,,
7815,三級字表,㵐,㵐,,,
7816,三級字表,澂,澂,,,
7817,三級字表,澛,澛,,,
7818,三級字表,瑬,瑬,,,
7819,三級字表,潽,潽,,,
7820,三級字表,潾,潾,,,
7821,三級字表,潏,潏,,,
7822,三級字表,憭,憭,,,
7823,三級字表,憕,憕,,,
7824,三級字表,⿱（“寒”无两点）鸟,鶱,,,
7825,三級字表,戭,戭,,,
7826,三級字表,褯,褯,,,
7827,三級字表,禤,禤,,,
7828,三級字表,⿰讠睘,譞,,,
7829,三級字表,嫽,嫽,,,
7830,三級字表,遹,遹,,,
7831,三級字表,⿰马粦,驎,,,
7832,三級字表,璥,璥,,,
7833,三級字表,璲,璲,,,
7834,三級字表,璒,璒,,,
7835,三級字表,憙,憙,,,
7836,三級字表,擐,擐,,,
7837,三級字表,鄹,鄹,,,
7838,三級字表,薳,薳,,,
7839,三級字表,鞔,鞔,,,
7840,三級字表,黇,黇,,,
7841,三級字表,⿱艹频,蘋,,,
7842,三級字表,蕗,蕗,,,
7843,三級字表,薢,薢,,,
7844,三級字表,蕹,蕹,,,
7845,三級字表,橞,橞,,,
7846,三級字表,橑,橑,,,
7847,三級字表,橦,橦,,,
7848,三級字表,醑,醑,,,
7849,三級字表,觱,觱,,,
7850,三級字表,磡,磡,,,
7851,三級字表,𥕢,𥕢,,,
7852,三級字表,磜,磜,,,
7853,三級字表,豮,豶,,,
7854,三級字表,⿰车贲,轒,,,
7855,三級字表,⿰齿奇,齮,,,
7856,三級字表,⿰齿兒,齯,,,
7857,三級字表,鹾,鹺,,,
7858,三級字表,虤,虤,,,
7859,三級字表,暿,暿,,,
7860,三級字表,曌,曌,,,
7861,三級字表,曈,曈,,,
7862,三級字表,㬚,㬚,,,
7863,三級字表,蹅,蹅,,,
7864,三級字表,踶,踶,,,
7865,三級字表,䗛,䗛,,,
7866,三級字表,螗,螗,,,
7867,三級字表,疁,疁,,,
7868,三級字表,㠓,㠓,,,
7869,三級字表,幪,幪,,,
7870,三級字表,⿰山献,巘,,,
7871,三級字表,嶦,嶦,,,
7872,三級字表,⿰钅彗,鏏,,,
7873,三級字表,𨱑,鐄,,,
7874,三級字表,⿰钅敝,䥕,,,
7875,三級字表,馞,馞,,,
7876,三級字表,穄,穄,,,
7877,三級字表,篚,篚,,,
7878,三級字表,篯,籛,,,
7879,三級字表,簉,簉,,,
7880,三級字表,鼽,鼽,,,
7881,三級字表,衠,衠,,,
7882,三級字表,盦,盦,,,
7883,三級字表,螣,螣,,,
7884,三級字表,縢,縢,,,
7885,三級字表,鲭,鯖,,,
7886,三級字表,鲯,鯕,,,
7887,三級字表,鲰,鯫,,,
7888,三級字表,鲺,鯴,,,
7889,三級字表,鲹,鯵,,,
7890,三級字表,⿰饣亶,饘,,,
7891,三級字表,亸,嚲,,,
7892,三級字表,癀,癀,,,
7893,三級字表,瘭,瘭,,,
7894,三級字表,⿱族鸟,鷟,,,
7895,三級字表,羱,羱,,,
7896,三級字表,糒,糒,,,
7897,三級字表,燋,燋,,,
7898,三級字表,熻,熻,,,
7899,三級字表,燊,燊,,,
7900,三級字表,燚,燚,,,
7901,三級字表,燏,燏,,,
7902,三級字表,濩,濩,,,
7903,三級字表,濋,濋,,,
7904,三級字表,澪,澪,,,
7905,三級字表,澽,澽,,,
7906,三級字表,澴,澴,,,
7907,三級字表,澭,澭,,,
7908,三級字表,澼,澼,,,
7909,三級字表,憷,怵,,,
7910,三級字表,憺,憺,,,
7911,三級字表,懔,懍,,,
7912,三級字表,黉,黌,,,
7913,三級字表,嬛,嬛,,,
7914,三級字表,鹨,鷚,,,
7915,三級字表,翯,翯,,,
7916,三級字表,⿰纟意,繶,,,
