拔海,60570,8587,,,,4
掉過兒,62266,7662,,,,4
排汙權,19217,4327,,,,4
掛鏡線,111392,21427,,,,4
援建,70486,8304,,,,4
搭茬兒,61824,8330,,,,4
撒歡兒,67505,8460,,,,4
撞車黨,19816,4170,,,,4
擴大化,65367,9312,,,,4
收寄機,20259,4807,,,,4
政治委員,70887,8371,,,,4
文工團,68999,8265,,,,4
新老劃斷,21014,9801,,,,4
春禁,21492,9030,,,,4
會標,64159,9465,,,,4
會串,22052,80620,,,,4
桑拿浴,23067,80692,,,,4
樓市,88042,97178,,,,4
標底,88048,115345,,,,4
標準照,23470,69575,,,,4
橙子汁,23644,81425,,,,4
歡實,88247,91452,,,,4
正和,24005,89792,,,,4
武裝警察,24085,69899,,,,4
死工資,88370,116104,,,,4
民辦教師,88548,95353,,,,4
氧吧,24609,91265,,,,4
江米紙,64548,20160,,,,4
沐浴機,24967,87326,,,,4
治爆緝槍,25424,86417,,,,4
治保,88906,119191,,,,4
洗面奶,25640,72433,,,,4
活質,89064,93730,,,,4
活雷鋒,89067,93645,,,,4
流失生,89089,93757,,,,4
流調,25572,86198,,,,4
消聲器,25811,80895,,,,4
添堵,120491,20079,,,,4
清產核資,89369,116622,,,,4
溫課,89491,118413,,,,4
潛績,26931,87068,,,,4
潛臺詞,67014,23266,,,,4
激光通信,121450,86162,,,,4
火情,89756,91991,,,,4
無性婚姻,27475,87503,,,,4
熱乎,90080,86651,,,,4
熱劇,27883,86793,,,,4
爆震彈,28040,85569,,,,4
爪機,120492,20376,,,,4
爭金點,28078,3028,,,,4
特奧日,28377,86697,,,,4
環境質量,90569,93557,,,,4
瓷實,29185,80933,,,,4
生活秀,29290,90202,,,,4
甩賣,29431,79793,,,,4
甲流,29460,86419,,,,4
登機牌,30077,81680,,,,4
白色汙染,30227,81108,,,,4
白條子,60614,85181,,,,4
的姐,91126,88440,,,,4
矇事,94373,96801,,,,4
短期行為,91440,88672,,,,4
硬席,70264,90186,,,,4
硬屏,31424,86998,,,,4
碼長城,31567,80524,,,,4
祝捷,71103,90196,,,,4
禁液令,31866,85514,,,,4
私活兒,91793,116254,,,,4
窄播,32491,86961,,,,4
窗口單位,92060,89155,,,,4
窩工,69029,23650,,,,4
立卷,92105,94095,,,,4
站點,32637,81050,,,,4
第六感覺,32799,18102,,,,4
節育器,32908,87716,,,,4
米豬,113677,97066,,,,4
精神汙染,92450,93716,,,,4
糖稀,68381,23934,,,,4
糖衣炮彈,121024,23932,,,,4
糾風,92514,96299,,,,4
絨衣,67413,22329,,,,4
統規統建,33663,87062,,,,4
經濟特區,64842,20879,,,,4
綜合徵,33973,81678,,,,4
網醫,34051,89708,,,,4
線手套,92876,118546,,,,4
縣級市,92986,118566,,,,4
總星系,93033,119209,,,,4
總路線,93049,120830,,,,4
總書記,93034,87405,,,,4
罰沒款,93128,92892,,,,4
群發,34777,87620,,,,4
翻個兒,62620,19761,,,,4
老姑,34998,81564,,,,4
考碗族,34903,90135,,,,4
考語,93336,96439,,,,4
聯體,93432,97034,,,,4
聽會,93475,118978,,,,4
胸片,93595,119750,,,,4
脊髓灰質炎,35698,80180,,,,4
膠乳,93718,96974,,,,4
航太站,36645,86816,,,,4
花池子,94059,92950,,,,4
華達呢,64006,20703,,,,4
落聘待崗,37458,86936,,,,4
蓋澆飯,37582,80863,,,,4
蔫兒壞,120573,24262,,,,4
蕓豆,37692,75235,,,,4
虎實,63956,85126,,,,4
虛飄,94551,119140,,,,4
街坊裝,38548,85596,,,,4
衝金點,38565,3031,,,,4
表演票,38685,90317,,,,4
視頻,39161,80995,,,,4
視頻流,39164,87440,,,,4
解疙瘩,95055,94432,,,,4
計算機輔助教學,121357,86017,,,,4
評標,39586,22642,,,,4
評模,95149,116711,,,,4
誘彈,39876,87417,,,,4
誠信店,39724,86051,,,,4
誤區,69121,25078,,,,4
調休,95303,90748,,,,4
護養,63975,21130,,,,4
讓利,40435,81433,,,,4
貓兒膩,40600,23662,,,,4
貼時貼分,40790,87683,,,,4
貼士,120062,20216,,,,4
起伙,66932,88163,,,,4
超高產水稻,41333,86749,,,,4
足沐店,41402,91392,,,,4
跑面,95872,117001,,,,4
跑冒滴漏,95859,117016,,,,4
跑調,95870,25775,,,,4
路卡,65840,89124,,,,4
踩道,109414,91419,,,,4
蹲點,62466,18440,,,,4
軍分區,96005,93946,,,,4
軟席,67486,22832,,,,4
軟屏,41892,87253,,,,4
輔道,62966,85673,,,,4
辦公會議,96172,90819,,,,4
農機站,96205,116909,,,,4
返祖現象,96253,95290,,,,4
返銷糧,96257,95296,,,,4
通用字表,96375,119280,,,,4
逛燈,42830,81101,,,,4
遊戲腦,43026,87982,,,,4
遊步道,43004,93320,,,,4
運力,96479,120116,,,,4
選民證,96626,120452,,,,4
郵電局,43634,77977,,,,4
金橋工程,96980,96632,,,,4
銷品茂,44345,88090,,,,4
錄像片,65832,22951,,,,4
鎮子,97182,120345,,,,4
鏰子,109089,94966,,,,4
鐵道兵,97234,119796,,,,4
鐵腳板,97228,119798,,,,4
鐵交椅,97204,119665,,,,4
門面房,97348,95648,,,,4
開小灶,97387,93666,,,,4
開涮,44922,81221,,,,4
關聯方,45117,86437,,,,4
防非,45154,90582,,,,4
集運,97737,95944,,,,4
集體戶口,97744,95954,,,,4
集體主義,97741,95956,,,,4
雙休日,97760,117273,,,,4
雙元制,45901,88252,,,,4
雨情,97839,120293,,,,4
零投入,46326,90602,,,,4
電灌,97956,89355,,,,4
電子函件,46100,95264,,,,4
電噴,46259,81224,,,,4
震情,97994,120696,,,,4
霸王面,46428,90610,,,,4
青紅絲,46519,81227,,,,4
非典型肺炎,110856,121450,,,,4
音樂茶座,98163,120376,,,,4
音樂電視,98164,120377,,,,4
頂牛兒,62298,20062,,,,4
預考,98230,120717,,,,4
風情街,47243,86268,,,,4
飛地,62740,19941,,,,4
飛去來器,47328,86307,,,,4
飯莊,62682,19963,,,,4
飯口,98420,95428,,,,4
餄餎,63774,93683,,,,4
餄餎床子,63775,93685,,,,4
馬大哈,65924,22970,,,,4
騎劫,47797,80757,,,,4
骨突,120587,24100,,,,4
高校,63182,88959,,,,4
高新,121783,97177,,,,4
高壓鍋,48167,80766,,,,4
鬧心,98774,117799,,,,4
點斷袋,122520,121091,,,,4
一根筋,171,80938,,,,4
一炮打響,71381,5639,,,,4
三文魚,386,20749,,,,4
三資企業,457,80946,,,,4
上座率,67691,4672,,,,4
中考,70997,4815,,,,4
中央稅,1169,81579,,,,4
串味,109941,11692,,,,4
乾白,111089,11898,,,,4
二性子,62560,5176,,,,4
二乎,110705,12257,,,,4
交通警,64596,5131,,,,4
人流,1961,80360,,,,4
估摸,63389,5769,,,,4
低層住宅,110336,19677,,,,4
住有所居,6051,1241,,,,4
住宅小區,2456,80961,,,,4
來項,112930,19715,,,,4
俏頭,2990,80204,,,,4
信訪,69617,5345,,,,4
信皮,72660,9949,,,,4
個人遊,3339,442,,,,4
倒茬,81211,15647,,,,4
倒爺,62061,4868,,,,4
倒過兒,110300,16144,,,,4
倒買倒賣,3264,80540,,,,4
假小子,81237,16870,,,,4
傳播鏈,3753,920,,,,4
傳審,72901,10233,,,,4
儀仗樹,3877,847,,,,4
內銀股,4382,647,,,,4
內飾,4375,632,,,,4
公路港,4705,1120,,,,4
共青團,111282,15441,,,,4
冒傻氣,81714,15862,,,,4
出票,81899,14319,,,,4
刊授,81979,15254,,,,4
利好,82070,14599,,,,4
利淡,113118,15119,,,,4
剝削階級,61074,7250,,,,4
副品,63025,7272,,,,4
創匯,61692,7296,,,,4
劑子,82187,15626,,,,4
加片,64388,5885,,,,4
化合價,64020,6014,,,,4
北水南來,6403,2937,,,,4
南南合作,6696,80282,,,,4
原發,6950,1856,,,,4
友好城市,70334,6832,,,,4
吃功夫,109754,15534,,,,4
吃請,61536,6089,,,,4
吊頂,82818,19471,,,,4
名稱庫,7851,2641,,,,4
告負,82919,15754,,,,4
呼扇,82936,15998,,,,4
回潮,9185,80505,,,,4
回歸股,9203,3089,,,,4
國際詞,9382,1642,,,,4
圪墶,63207,94821,,,,4
地漏,62166,6675,,,,4
地膜,62167,6680,,,,4
坎子,83438,115507,,,,4
城市圈,9859,2238,,,,4
塑膠磁,10127,2657,,,,4
外企,68823,6480,,,,4
外層空間,10481,80659,,,,4
多面手,62476,6586,,,,4
多介質,62474,6582,,,,4
大腕,10966,81336,,,,4
大齡,61920,7374,,,,4
太陽浴,11354,3156,,,,4
套頭交易,11582,81066,,,,4
奪控,11626,2811,,,,4
奶羊,66332,7528,,,,4
婦聯,84210,115515,,,,4
學生流,12514,3034,,,,4
官德,12845,3527,,,,4
定點藥,12806,3473,,,,4
家庭車,12958,3012,,,,4
封轉開,13400,3192,,,,4
專區,84578,18692,,,,4
尋呼機,49188,906,,,,4
導銀,13619,3126,,,,4
屏蔽儀,13979,3495,,,,4
山侃海聊,14100,80387,,,,4
岩男郎,14164,3264,,,,4
工人運動,122341,117615,,,,4
市場准入,14497,81222,,,,4
平板三輪車,66769,7006,,,,4
平安鈴,14739,3995,,,,4
幾兒,77185,12770,,,,4
廣柑,63542,7195,,,,4
影樓,15579,80485,,,,4
影印件,85374,25601,,,,4
後怕,63908,6441,,,,4
後坐力,63914,6439,,,,4
扎啤,17663,79788,,,,4
打伙兒,110149,115582,,,,4
打蔫兒,61873,8690,,,,4
抵近,86177,89840,,,,4
拉限電,18284,5537,,,,4
掉頭彎,19153,4233,,,,4
排堵保暢,19248,4336,,,,4
排險,66541,7833,,,,4
掛水,120556,18766,,,,4
掛車,6620,1390,,,,4
採暖,61229,7813,,,,4
推展禮,19290,4261,,,,4
掰腕子,19578,80111,,,,4
擇業期,20002,4502,,,,4
攻關,63331,8516,,,,4
放空炮,62725,8360,,,,4
散水坡,67549,8400,,,,4
數字港,20745,4936,,,,4
數據源,20782,4941,,,,4
文企,20853,4984,,,,4
文明標兵,69006,8276,,,,4
文化宮,69001,8268,,,,4
新老交替,21012,81436,,,,4
斷市,87062,115083,,,,4
斷航期,21092,8082,,,,4
旱冰場,63692,8570,,,,4
星二代,120734,18957,,,,4
春運,61709,9029,,,,4
本本族,22455,8924,,,,4
林墾,87693,89276,,,,4
核兩用品,22929,9043,,,,4
格裡曆,63226,9407,,,,4
梆硬,87872,115621,,,,4
機頂盒,23673,86204,,,,4
檢控,88172,115666,,,,4
正回購,23990,87094,,,,4
比特,49432,84879,,,,4
民主黨派,88521,94957,,,,4
水面艦,24751,86778,,,,4
汗背心,88723,91309,,,,4
油氣流,88879,117765,,,,4
治窮,88916,119240,,,,4
泥頭車,25447,87330,,,,4
海歸派,120745,19885,,,,4
源代碼,26521,86471,,,,4
溝坎,89475,96595,,,,4
激光器,64285,88930,,,,4
烏涂,27367,70663,,,,4
烏龍指,27385,87174,,,,4
熒光燈,27763,81547,,,,4
熱火朝天,67344,21936,,,,4
熱傳,27874,86790,,,,4
牆紙,67064,12212,,,,4
特級教師,90295,119006,,,,4
特警,90298,119114,,,,4
獨苗,62401,19317,,,,4
班組,90493,88343,,,,4
生產手段,121388,86765,,,,4
生態文明,90643,116451,,,,4
畫鏡線,64027,20508,,,,4
發達國家,30172,80322,,,,4
白色垃圾,91081,90852,,,,4
皇糧,30380,80397,,,,4
監管碼,30547,85376,,,,4
盤活,91216,116389,,,,4
盲流,65982,88781,,,,4
省級,91319,116399,,,,4
看點,91342,93234,,,,4
眼風,91386,119165,,,,4
社保,31655,80528,,,,4
社保卡,31656,90539,,,,4
科學院,65176,20440,,,,4
移動通網,32173,86946,,,,4
移動屋,32172,86945,,,,4
穿繃,32486,86809,,,,4
穿靴戴帽,92047,88502,,,,4
窩點,92081,118542,,,,4
競聘,92170,94300,,,,4
第六感官,32798,87811,,,,4
算草,92278,117637,,,,4
簡身險,33057,85393,,,,4
米袋子,92378,96947,,,,4
粉連紙,62809,18206,,,,4
精品劇,33252,85408,,,,4
紀檢,92520,96498,,,,4
紅利稅,33398,85510,,,,4
紅火,63855,20540,,,,4
細菜,92683,118498,,,,4
統配,92795,118320,,,,4
經濟園,33930,85990,,,,4
綠茵場,92867,94584,,,,4
網禦,121447,89488,,,,4
罰沒,93127,92890,,,,4
美氣,93161,96332,,,,4
群眾演員,34773,81178,,,,4
群死群傷,34764,87618,,,,4
習慣勢力,93212,118833,,,,4
老封建,93277,96084,,,,4
老大難,93272,96349,,,,4
考研,93335,96437,,,,4
耲耙,64038,94953,,,,4
聯產承包責任制,93422,96467,,,,4
肅毒戰,35462,87453,,,,4
胞漿水,35681,79835,,,,4
脂酸,103913,25481,,,,4
膠版紙,64608,21438,,,,4
興許,69632,24137,,,,4
航模,63713,21250,,,,4
花樣游泳,36906,80851,,,,4
菜店,94237,90611,,,,4
蓋帽兒,37580,80185,,,,4
蓮花白,94418,94878,,,,4
蔻蔻,65266,20796,,,,4
薪效,37736,87904,,,,4
藥械,94487,119963,,,,4
蛋羹,38128,81480,,,,4
融資鏈,38272,87269,,,,4
血防,69546,89267,,,,4
行天橋,38448,87762,,,,4
街面兒上,112402,85597,,,,4
衝獎,38576,85601,,,,4
補臺,94850,90512,,,,4
製黃,82094,119259,,,,4
計算機枕,121353,85540,,,,4
計算機病毒,39402,71670,,,,4
註冊場,39563,87322,,,,4
話吧,39744,86059,,,,4
課件,95295,94594,,,,4
調演,62263,19349,,,,4
調資,95320,91068,,,,4
護秋,95427,96274,,,,4
貓幣,40602,89706,,,,4
責權利,40689,80453,,,,4
責任保,40679,87664,,,,4
貼吧,40785,87678,,,,4
賠情,121437,88140,,,,4
走穴,71286,89639,,,,4
赳客,41237,85722,,,,4
起牆,95743,117515,,,,4
超期,95791,91658,,,,4
跑墒,95863,117284,,,,4
跑官,95864,116996,,,,4
路演,41537,89127,,,,4
躍層,95930,119548,,,,4
車模展,41799,85661,,,,4
軍樂團,96024,94184,,,,4
軍管會,96032,94179,,,,4
軍墾,65032,21033,,,,4
軟儲備,41915,87723,,,,4
軟目標,41885,87177,,,,4
轉校費,42121,87822,,,,4
辛迪加,96167,120138,,,,4
迎峰度夏,42392,87679,,,,4
返聘,62668,18579,,,,4
返工,42342,81079,,,,4
返修,62670,18575,,,,4
速遞,96406,117056,,,,4
連捲袋,42664,85892,,,,4
連陽,42683,85898,,,,4
連軸轉,65591,22762,,,,4
運營,70536,25566,,,,4
郊縣,96717,94382,,,,4
金領,44125,21346,,,,4
錦綸,44446,81628,,,,4
開小會,97386,93667,,,,4
開割,97379,94021,,,,4
開凍,97378,94013,,,,4
閻王債,97465,120486,,,,4
闖關東,97477,91189,,,,4
隨行就市,97670,117203,,,,4
雙搶,97766,117374,,,,4
雙轉移,45956,88711,,,,4
雙限雙競,45922,88589,,,,4
零團費,46359,86221,,,,4
零飢餓,46338,86218,,,,4
零差率,46336,86217,,,,4
電灶,97958,88966,,,,4
電站,62232,20114,,,,4
鞭打快牛,98144,91682,,,,4
領崗定責,46966,86474,,,,4
題海,98291,120799,,,,4
風雨衣,62852,21211,,,,4
饑荒,121010,22544,,,,4
首映式,47601,80194,,,,4
首腦會議,68010,89085,,,,4
高師,63177,21793,,,,4
高解像,48143,86838,,,,4
鬍子拉碴,63944,21845,,,,4
鬧市區,98773,117800,,,,4
鴛鴦樓,98877,120412,,,,4
麻團,48690,81245,,,,4
黑磚窯,48815,87496,,,,4
一體式,335,372,,,,4
下訪,526,577,,,,4
串種,109945,14559,,,,4
主承銷商,1325,410,,,,4
乘警,61512,5521,,,,4
乾租,111103,12055,,,,4
二傳手,80663,15562,,,,4
五水共導,1683,212,,,,4
五點一線,1717,533,,,,4
代用鹽,2190,80403,,,,4
俄語年,3121,1223,,,,4
個調稅,3359,456,,,,4
個體戶,3363,60919,,,,4
催穀,3790,648,,,,4
光伏,122171,115705,,,,4
入常,4294,1031,,,,4
具體勞動,81686,15641,,,,4
冒頂,66016,5236,,,,4
冰坨,109256,16204,,,,4
冷害,81792,16268,,,,4
出乘,81868,14279,,,,4
出徒,81886,14288,,,,4
出臺,5280,80998,,,,4
分米,110890,13993,,,,4
割接,111200,13972,,,,4
創演,5864,2399,,,,4
創利,61693,7289,,,,4
創優,61697,7305,,,,4
劃痕險,5889,2434,,,,4
劉海兒,5920,81654,,,,4
加車,64384,5889,,,,4
動換,110532,17441,,,,4
勞動對象,112983,14220,,,,4
包桌,60706,6002,,,,4
包打天下,82310,14696,,,,4
包間,6338,81351,,,,4
反超,110777,16053,,,,4
受看,68016,7182,,,,4
口算,65252,5716,,,,4
司務長,68175,5861,,,,4
吃準,109763,15658,,,,4
吊錢,110472,19802,,,,4
吊鹽水,7655,2414,,,,4
呼臺,82929,15979,,,,4
和諧號,8182,1741,,,,4
商飛,8432,2911,,,,4
單排輪滑,8719,81051,,,,4
回放,9151,74800,,,,4
國省道,9325,1582,,,,4
國家稅,83287,115442,,,,4
圓白菜,70480,6536,,,,4
在線遊戲,122356,117345,,,,4
地庫,122199,115880,,,,4
城調,9871,2240,,,,4
墊圈,121493,87654,,,,4
壁櫃,83650,12213,,,,4
大路菜,121556,90517,,,,4
太陽灶,11352,80146,,,,4
夾口型,11454,2677,,,,4
奔小康,11495,81046,,,,4
奪金點,11623,2820,,,,4
姥爺,12061,79724,,,,4
安監,12696,3231,,,,4
導遊儀,13613,3106,,,,4
小飯桌,69462,7605,,,,4
就餐,64930,7791,,,,4
工作面,63300,7467,,,,4
布菜,61201,7720,,,,4
康復師,15087,3627,,,,4
廠標,85205,114951,,,,4
彩屏,15538,3881,,,,4
彩信,15537,81251,,,,4
復映片,15837,79818,,,,4
復讀,111027,94913,,,,4
微笑牆,15886,4176,,,,4
快易貸,16144,5279,,,,4
思想準備,16408,81379,,,,4
性價比,16277,5468,,,,4
憤青,121934,118092,,,,4
應試教育,17262,81271,,,,4
房蟲子,17600,4447,,,,4
手腕子,67997,8192,,,,4
打女,17753,4413,,,,4
打車,17792,81697,,,,4
批條,66658,8104,,,,4
投訴網,18168,5500,,,,4
按揭,18660,81273,,,,4
挺括,68570,7740,,,,4
捂盤惜售,18847,4225,,,,4
掛科,120733,18767,,,,4
搶險,67070,8352,,,,4
搶金點,19645,3030,,,,4
撕拉袋,122521,121090,,,,4
整裝車,20814,4927,,,,4
文化衫,20841,95261,,,,4
文憑試,20904,4980,,,,4
文語轉換,20897,81422,,,,4
斷檔,62425,8123,,,,4
方便麵,21138,77014,,,,4
普惠化,21689,10307,,,,4
會來事,22053,81438,,,,4
果酒,63608,9186,,,,4
核電站,22943,80691,,,,4
桑拿,23065,95269,,,,4
樓道,88045,115396,,,,4
樓盤,88043,24275,,,,4
樣條,88074,19861,,,,4
權錢交易,23793,81449,,,,4
歇班,23888,80706,,,,4
正裝,24031,81456,,,,4
歸口,63549,20723,,,,4
毒案,88441,90147,,,,4
毛寸,24467,87098,,,,4
民主集中制,88519,94956,,,,4
民族資本,88538,95346,,,,4
水暖,88620,117363,,,,4
水法,88632,116950,,,,4
決心書,81778,93677,,,,4
汽配,25016,81359,,,,4
汽摩,25020,89828,,,,4
沙荒,88828,116628,,,,4
洋插隊,25484,86421,,,,4
活工資,89050,93097,,,,4
派款,89077,116018,,,,4
浮選,89145,91708,,,,4
海聊,89175,91820,,,,4
液態奶,26025,86446,,,,4
涼白開,65629,21694,,,,4
溜門撬鎖,89472,95366,,,,4
滯後,70975,25162,,,,4
滿勤,89555,96116,,,,4
潮乾,89657,88475,,,,4
濠賭股,27057,86376,,,,4
火箭幹部,27198,80914,,,,4
炒樓,27266,85548,,,,4
熒光屏,27761,80874,,,,4
熱議,27892,22129,,,,4
牆圍,67063,21934,,,,4
片兒警,49441,84820,,,,4
物聯網,121931,118090,,,,4
特困,90282,118947,,,,4
犯怵,90321,94759,,,,4
獨身媽媽,28669,80792,,,,4
現場會,69321,24815,,,,4
生產關係,67784,23502,,,,4
生物鐘,29284,79759,,,,4
生物技術,29282,79758,,,,4
甲感,29469,86450,,,,4
病休,61061,18093,,,,4
白衣戰士,91092,90677,,,,4
皮筋,91148,116371,,,,4
瞎奶,69226,86927,,,,4
砍刀幫,31312,85345,,,,4
砍大山,65131,19154,,,,4
研究生院,91502,119389,,,,4
硬指標,91537,120009,,,,4
硬通貨,70262,25848,,,,4
硬苦力,31423,86994,,,,4
碰頭會,66651,22247,,,,4
碰瓷,121939,118097,,,,4
碼放,91579,95552,,,,4
票販子,91713,116145,,,,4
禮儀小姐,91753,92970,,,,4
科學城,91829,93218,,,,4
程序控制,61517,18018,,,,4
稱錢,32265,81475,,,,4
空間技術,92029,93866,,,,4
穿煲,32483,86988,,,,4
立項,65566,18606,,,,4
笑星,32725,80302,,,,4
第一產業,32778,74309,,,,4
第三梯隊,92216,90247,,,,4
第二產業,32787,74316,,,,4
第二職業,32789,74321,,,,4
第二課堂,92219,90243,,,,4
等外品,62119,90104,,,,4
策劃師,32833,87450,,,,4
管教所,92283,92542,,,,4
精神文明建設,33257,81159,,,,4
精品遊,33251,85402,,,,4
糧票,92496,93935,,,,4
系列劇,92503,118156,,,,4
糾偏,92512,96301,,,,4
組織上,92708,118530,,,,4
經濟師,92828,93495,,,,4
綠色通道,92865,94418,,,,4
緊俏商品,33953,81370,,,,4
練攤兒,34160,80790,,,,4
老黃牛,93327,95656,,,,4
考博,34899,80813,,,,4
背包黨,35637,85702,,,,4
胳膊擰不過大腿,93591,95836,,,,4
胸透,93601,119758,,,,4
能上能下,93603,117183,,,,4
能效,35766,22777,,,,4
能動,93604,117188,,,,4
脫盲,68768,24548,,,,4
腐敗房,35968,85658,,,,4
腳沐店,35889,85704,,,,4
膀爺,35976,18250,,,,4
色拉,36761,79796,,,,4
艾滋病,36779,81695,,,,4
莊稼院,94220,120307,,,,4
菜籃子工程,94246,90597,,,,4
菜金,94256,90950,,,,4
葷段子,37482,86354,,,,4
蘇區,121683,95848,,,,4
虛高,38006,24518,,,,4
蠍虎子,69522,87282,,,,4
行包,94708,120174,,,,4
行政公署,94715,120338,,,,4
衛監,38604,87309,,,,4
表決稿,38664,90307,,,,4
袋袋帳,120260,85610,,,,4
西蘭花,39026,81076,,,,4
視頻光盤,39163,26167,,,,4
解小手,39285,81613,,,,4
計算機辭典,121358,86019,,,,4
試驗網,39688,87337,,,,4
誘餌炸彈,39874,87416,,,,4
課題組,95301,95326,,,,4
證明人,95374,119623,,,,4
警種,95394,94705,,,,4
警銜,95397,94708,,,,4
變口,95438,90937,,,,4
豆麵,95473,90806,,,,4
負案,95512,94532,,,,4
責任事故,70631,25943,,,,4
走村串戶,95719,119415,,,,4
超級稻,41338,86750,,,,4
超平,41325,90381,,,,4
超短裙,61423,18407,,,,4
足彩,41407,91399,,,,4
跌份,62274,92015,,,,4
跑題,66589,22682,,,,4
跟帖,121930,118089,,,,4
路由圖,41519,86784,,,,4
蹭停族,41651,91502,,,,4
蹲坑,95923,90860,,,,4
蹲班,95924,90862,,,,4
軟包裝,41886,81313,,,,4
軟驅,96060,117433,,,,4
軟文,41879,87602,,,,4
軟廣告,41911,22845,,,,4
輔料,62967,18540,,,,4
轉企,42104,87775,,,,4
辛苦費,96166,120137,,,,4
退坡,96302,119483,,,,4
送端,42451,91416,,,,4
連陰,121425,86103,,,,4
進尺,64807,21115,,,,4
運營商,43098,81070,,,,4
過硬,63643,21637,,,,4
過勁兒,43161,81105,,,,4
鄉村遊,43654,87901,,,,4
鄉情卡,43659,87903,,,,4
酵子,69517,88819,,,,4
重複訪,44006,86303,,,,4
銀屏,97040,120086,,,,4
銀聯卡,44319,88071,,,,4
鋼精,63140,21367,,,,4
鏰,109087,94634,,,,4
鐘點工,44578,81510,,,,4
長線產品,97299,91555,,,,4
閃粉,44835,88016,,,,4
開發區,97409,94028,,,,4
閱卡機,45050,88051,,,,4
關停併轉,97481,92195,,,,4
關係戶,63483,21590,,,,4
隔音符號,63232,21606,,,,4
集裝箱,45760,79798,,,,4
雙帶雙扶,45928,88596,,,,4
雙百方針,97770,117272,,,,4
雙肩挑,97777,117277,,,,4
雞矢果,64258,87796,,,,4
離退休,97819,96900,,,,4
雪櫃,97862,120521,,,,4
零和博弈,121170,81226,,,,4
雷人,46286,21165,,,,4
電警棍,62211,20174,,,,4
電珠,97962,89161,,,,4
青工,67148,22884,,,,4
音博會,46733,88413,,,,4
頂班,62292,20068,,,,4
顯示屏,98310,120806,,,,4
首創精神,98490,117920,,,,4
馬桶包,98531,97005,,,,4
體校,98666,120909,,,,4
高限,98747,93831,,,,4
高技術戰爭,98704,93818,,,,4
高自考,48054,90624,,,,4
麥客,98953,95916,,,,4
麵的,98118,96657,,,,4
麻豆腐,48677,81243,,,,4
黃段子,48722,86604,,,,4
黑不溜秋,99036,94332,,,,4
黑地兒,121563,95729,,,,4
黑材料,99049,95856,,,,4
黑車,48780,80770,,,,4
一點通,314,240,,,,4
三綠工程,463,388,,,,4
