總分類,子分類,注音,漢語拼音,臺1,臺2,臺3,陸1,陸2,陸3,香1,香2,香3,澳1,澳2,澳3,差異說明
育,法律與犯罪,ㄅㄧㄠ　ㄔㄜ　ㄗㄨˊ,biāo chē zú,飆車族,暴走族,,飆車族,,,,,,,,,"大陸的飆車族通常多是三十歲以下年輕人，家境中上，有些人從事汽車改裝等工作，主要以轎車為工具。
此外，「暴走族」在大陸的意思是指沿著固定路線，快步行走鍛鍊身體的人。與臺灣所說的暴走族意思完全不同。"
育,法律與犯罪,,,竊盜案,,,盜竊案,,,,,,,,,
育,證件制度,ㄏㄨˋ　ㄎㄡˇ　ㄇㄧㄥˊ　ㄅㄨˋ,hù kǒu míng bù,戶口名簿,,,戶口簿,戶口本,,,,,,,,香港和澳門因曾受英國和葡萄牙的統治，故無此類戶籍制度。
育,證件制度,,,戶長,,,戶主,,,,,,,,,
育,證件制度,ㄔㄨ　ㄕㄥ　ㄓㄥˋ　ㄇㄧㄥˊ,chū shēng zhèng míng,出生證明,,,出生證明,,,出生證明,出生紙,出世紙,出生紙,出世紙,,
育,證件制度,,,地方政策,,,土政策,土規定,,,,,,,,
育,證件制度,ㄕㄣ　ㄒㄧㄣ　ㄓㄤˋ　ㄞˋ　ㄕㄡˇ　ㄘㄜˋ,shēn xīn zhàng ài shǒu cè,身心障礙手冊,,,殘疾人證,,,殘疾人士登記證,殘疾證,,,,,
育,證件制度,ㄓㄥˋ　ㄓˋ　ㄅㄧˋ　ㄏㄨˋ,zhèng zhì bì hù,政治庇護,,,政治庇護,政治避難,,,,,,,,
育,證件制度,ㄍㄨㄛˊ　ㄇㄧㄣˊ　ㄕㄣ　ㄈㄣˋ　ㄓㄥˋ,guó mín shēn fēn zhèng,國民身分證,,,居民身分證,,,居民身分證,永久性居民身分證,,永久性居民身份證,非永久性居民身份證,,香港與澳門因為曾受英國、葡萄牙兩國管轄，因此在戶籍與身分證件的制度上大陸有所不同。香港的身分證有兩種，一種為「永久居民身分證」，是發給香港永久居民，而「居民身分證」則是發給沒有香港居留權者的身分證。
育,證件制度,,,設籍,,,落戶,,,,,,,,,
育,證件制度,,,證件照,大頭照,,標準照,標準像,,,,,,,,
育,社會生活現象,ㄦˋ　ㄕㄡˇ　ㄧㄢ,èr shǒu yān,二手菸,,,被動吸菸,,,,,,,,,
育,社會生活現象,ㄖㄨˋ　ㄓㄨㄟˋ,rù zhuì,入贅,招贅,小娶,入贅,上門女婿,招贅女婿,入贅,,,入贅,,,
育,社會生活現象,,,小廣告,,,野廣告,,,,,,,,,
育,社會生活現象,,,代理孕母,代母,,代孕母親,,,,,,,,,
育,社會生活現象,,,志工,義工,,志工,義工,志願者,義工,,,義工,,,
育,社會生活現象,,,姊妹市,姊妹城,,姊妹市,兄弟城,友好城市,,,,,,,
育,社會生活現象,,,軍眷,,,軍屬,,,,,,,,,
育,社會生活現象,ㄐㄧㄚ　ㄊㄧㄥˊ　ㄓㄨˇ　ㄈㄨ,jiā tíng zhǔ fū,家庭主夫,家庭煮夫,,家庭主夫,家庭婦男,,,,,,,,
育,社會生活現象,ㄐㄧˋ　ㄓㄜˇ　ㄏㄨㄟˋ,jì zhě huì,記者會,,,記者會,吹風會,,記者會,吹風會,,記者會,吹風會,,「吹風會」是英文Briefing meeting的義譯，具有與「記者會」相同的發布新聞性質，但氣氛較鬆弛，具有非正式的意味。通常政府在重大政策推出之前，召開「吹風會」，由負責該政策的官員或是統理事務的首長向傳媒溝通，內容包括宣布公告事項、解釋和問答。
育,社會生活現象,,,救難隊,,,搶險隊,,,,,,,,,
育,社會生活現象,ㄔㄣˊ　ㄑㄧㄥˊ,chén qíng,陳情,訴願,請願,上訪,信訪,,,,,,,,大陸的「上訪」和「信訪」差異性在於，前者是當事者親自前往政府部門提出申訴、控告或檢舉，而後者是當事者以書信、電子郵件、傳真或電話等形式，向政府機關反映情況，要求解決問題。
育,社會生活現象,ㄉㄧㄥˇ　ㄎㄜˋ　ㄗㄨˊ,dǐng kè zú,頂客族,,,丁克族,丁克家庭,,,,,,,,
育,社會生活現象,ㄉㄢ　ㄑㄧㄣ　ㄇㄚ　ㄇㄚ,dān qīn mā ma,單親媽媽,,,單身媽媽,獨身媽媽,,,,,,,,
育,社會生活現象,ㄧㄚˇ　ㄆㄧˇ,yǎ pǐ,雅痞,,,雅皮士,,,雅皮,雅皮士,優皮,雅皮,雅皮士,優皮士,「雅痞」是英文Yuppie的音譯，有多種譯法，如「雅皮」、「雅皮士」、「優皮士」等等。Yuppie是Young urban professional的縮寫，指都會城市裡的年輕專業人士。
育,社會生活現象,ㄧㄝˋ　ㄆㄟˋ　ㄒㄧㄣ　ㄨㄣˊ,yè pèi xīn wén,業配新聞,,,有償新聞,,,,,,,,,
育,社會生活現象,,,義勇警察,義警,,協警,協警員,,,,,,,,
育,社會生活現象,,,管區員警,轄區員警,,管片民警,,,,,,,,,
育,社會生活現象,,,網路成癮,,,網癮,,,,,,,,,
育,社會生活現象,ㄒㄧ　ㄆㄧˊ,xī pí,嬉皮,,,嬉皮士,,,,,,,,,「嬉皮」與「嬉皮士」，都是英文Hippie的音譯。
樂,體育規則和競賽,,,12碼球,,,點球,,,,,,,,,
樂,體育規則和競賽,,,12碼罰球,,,罰點球,,,,,,,,,
樂,體育規則和競賽,,,二軍,,,替補隊員,板凳隊員,,,,,,,,
樂,體育規則和競賽,,,內野,,,內場,,,,,,,,,
樂,體育規則和競賽,,,內野高飛球,,,內場騰空球,,,,,,,,,
樂,體育規則和競賽,,,比腕力,,,掰腕子,,,,,,,,,
樂,體育規則和競賽,ㄕㄨㄟˇ　ㄕㄤˋ　ㄅㄚ　ㄌㄟˇ,shuǐ shàng bā lěi,水上芭蕾,,,花樣游泳,,,韻律泳,,,,,,
樂,體育規則和競賽,,,世界大學生運動會,世大會,世大運,世界大學生運動會,大運會,,,,,,,,
樂,體育規則和競賽,,,主審,主審裁判,,主判,主裁判,主裁判員,,,,,,,
樂,體育規則和競賽,,,外野,,,外場,,,,,,,,,
樂,體育規則和競賽,ㄈㄨˊ　ㄉㄧˋ　ㄊㄧㄥˇ　ㄕㄣ,fú dì tǐng shēn,伏地挺身,俯臥撐,,俯臥撐,,,掌上壓,,,掌上壓,,,
樂,體育規則和競賽,,,先發投手,,,開局投手,,,,,,,,,
樂,體育規則和競賽,ㄑㄩㄢˊ　ㄌㄟˇ　ㄉㄚˇ,Quán lěi dǎ,全壘打,紅不讓,,本壘打,本壘跑,,,,,,,,
樂,體育規則和競賽,,,地主隊,,,主隊,,,,,,,,,
樂,體育規則和競賽,,,安全上壘,,,安全進壘,,,,,,,,,
樂,體育規則和競賽,ㄗˋ　ㄧㄡˊ　ㄕˋ,zì yóu shì,自由式,捷泳,,捷泳,爬泳,,捷泳,爬泳,,捷泳,爬泳,,「捷泳」是英文Crawl Stroke的義譯。
樂,體育規則和競賽,ㄗˋ　ㄧㄡˊ　ㄑㄧㄡˊ,zì yóu qiú,自由球,,,任意球,,,,,,,,,臺灣稱「自由球」或大陸稱「任意球」皆自英文Free kick翻譯而來。
樂,體育規則和競賽,ㄕㄣ　ㄓㄢˇ　ㄩㄣˋ　ㄉㄨㄥˋ,shēn zhǎn yùn dòng,伸展運動,,,拉伸運動,,,,,,,,,
樂,體育規則和競賽,ㄔㄜˇ　ㄌㄧㄥˊ,chě ling,扯鈴,,,空竹,響簧,風葫蘆,,,,,,,扯鈴在不同地方有不同稱呼，如北方將扯鈴俗稱為「空竹」，四川地區則叫「響簧」，天津一帶則稱為「風葫蘆」或「響葫蘆」。
樂,體育規則和競賽,,,延長賽,,,加時賽,,,加時賽,,,加時賽,,,
樂,體育規則和競賽,ㄓˊ　ㄆㄞˊ　ㄌㄨㄣˊ,zhí pái lún,直排輪,,,輪滑,單排輪滑,直排輪滑,,,,,,,
樂,體育規則和競賽,,,花式滑冰,花滑,,花樣滑冰,花樣溜冰,,,,,,,,
樂,體育規則和競賽,ㄅㄠˇ　ㄌㄧㄥˊ　ㄑㄧㄡˊ,bǎo líng qiú,保齡球,,,保齡球,地滾球,,保齡球,,,,,,「保齡球」是英文Bowling的音譯。因為保齡球是滾地球運動，因此大陸又稱為「地滾球」。
樂,體育規則和競賽,ㄅㄨˇ　ㄕㄡˇ,bǔ shǒu,捕手,,,接手,,,,,,,,,「捕手」一詞來自於日文漢字，而大陸所說的「接手」，則是來自於英文Catcher的義譯。
樂,體育規則和競賽,ㄍㄠ　ㄎㄨㄥ　ㄊㄢˊ　ㄊㄧㄠˋ,gāo kōng tán tiào,高空彈跳,,,蹦極,蹦極跳,,蹦極,蹦極跳,笨豬跳,笨豬跳,,,高空彈跳的英文是Bungee Jumping或Bungy Jumping，無論「蹦極」、「蹦極跳」或「笨豬跳」都從其原文音譯而來。
樂,體育規則和競賽,ㄨˇ　ㄕㄨˋ,wǔ shù,武術,國術,,武術,,,,,,,,,
樂,體育規則和競賽,ㄖㄨㄢˇ　ㄍㄨˇ　ㄍㄨㄥ,ruǎn gǔ gōng,軟骨功,,,柔身術,,,,,,,,,
樂,體育規則和競賽,ㄘㄢˊ　ㄓㄤˋ　ㄠˋ　ㄩㄣˋ　ㄏㄨㄟˋ,cán zhàng ào yùn huì,殘障奧運會,殘奧會,帕拉林匹克運動會,殘疾人奧林匹克運動會,殘疾人奧運會,殘奧會,,,,,,,
樂,體育規則和競賽,ㄉㄠˋ　ㄌㄟˇ,dào lěi,盜壘,,,偷壘,,,,,,,,,臺灣稱「盜壘」或大陸稱「偷壘」，皆自英文Stolen Base翻譯而來，縮稱SB。
樂,體育規則和競賽,,,會內賽,,,正賽,正式比賽,,,,,,,,
樂,體育規則和競賽,,,會外賽,,,預選賽,,,預選賽,,,預選賽,,,
樂,體育規則和競賽,,,準決賽,,,半決賽,二分之一決賽,,,,,,,,
樂,體育規則和競賽,ㄔㄨㄟˊ　ㄑㄧㄡˊ,chuí qiú,槌球,,,門球,,,門球,,,,,,槌球的英文原名為Gateball，大陸直譯為「門球」。
樂,體育規則和競賽,,,滾地球,,,地滾球,,,,,,,,,
樂,體育規則和競賽,,,蓋火鍋,,,蓋火鍋,蓋帽,,,,,,,,
樂,體育規則和競賽,,,彈翻床,,,蹦床,,,,,,,,,
樂,體育規則和競賽,ㄓㄨㄤˋ　ㄑㄧㄡˊ,zhuàng qiú,撞球,檯球,,檯球,桌球,,桌球,,,桌球,,,值得注意的是，港澳地區將「撞球」稱為「桌球」。但「桌球」這個詞在臺灣指的卻是乒乓球。兩地用詞完全不同。
樂,體育規則和競賽,ㄉㄧㄝˊ　ㄕˋ,dié shì,蝶式,蝶泳,,蝶泳,海豚泳,,,,,,,,為了使速度加快，蝶式衍生出變體，泳者利用腰部力量讓腿部做出類似海豚打水的動作。因模仿海豚，故稱為「海豚泳」。
樂,體育規則和競賽,,,輪式溜冰,滑輪溜冰,,滑旱冰,,,,,,,,,
樂,體育規則和競賽,ㄩㄣˋ　ㄌㄩˋ　ㄊㄧˇ　ㄘㄠ,yùn lǜ tǐ cāo,韻律體操,,,藝術體操,,,,,,,,,
樂,娛樂,ㄦˋ　ㄌㄨㄣˊ　ㄆㄧㄢˋ,èr lún piàn,二輪片,,,復映片,,,,,,,,,大陸所說的「復映片」除了指二輪片之外，還特指一些1970到1980年之間，改革開放之初，因各種原因被禁映禁播的國產電影重新公映，或指近年來因電影技術的發展，許多改為3D版後再次上映的老電影。這些電影未必只進二輪片戲院，有些也上院線。
樂,娛樂,ㄙㄢ　ㄨㄣ　ㄋㄨㄢˇ,sān wēn nuǎn,三溫暖,,,桑拿,桑拿浴,薩烏拉浴,芬蘭浴,桑拿浴,,桑拿,桑拿浴,芬蘭浴,「三溫暖」和「桑拿」、「桑拿浴」、「薩烏拉浴」都來自於芬蘭語Sauna的音譯。
樂,娛樂,ㄨˇ　ㄧㄝˋ　ㄔㄤˇ,wǔ yè chǎng,午夜場,,,夜場,通宵電影,零點場,午夜場,子夜場,,午夜場,,,
樂,娛樂,,,包廂,包間,,包廂,包間,包房,,,,,,,
樂,娛樂,,,卡拉O.K,,,卡拉O.K廳,,,,,,,,,
樂,娛樂,ㄨㄟˇ　ㄧㄚˊ,wěi yá,尾牙,尾迓,,年終聯歡,,,,,,,,,
樂,娛樂,ㄅㄢˋ　ㄐㄧㄚ　ㄐㄧㄚ　ㄐㄧㄡˇ,Bàn jiā jiā jiǔ,扮家家酒,,,過家家,,,扮煮飯仔,,,,,,
樂,娛樂,,,兒童活動中心,,,少年宮,,,,,,,,,
樂,娛樂,,,迪斯可舞廳,,,迪廳,,,,,,,,,
樂,娛樂,ㄩㄢˊ　ㄗˇ　ㄒㄧㄠˇ　ㄐㄧㄣ　ㄍㄤ,yuán zǐ xiǎo jīn gāng,原子小金剛,,,鐵臂阿童木,,,小飛俠阿童木,無敵小飛俠,小飛俠,,,,
樂,娛樂,,,酒吧,,,酒吧,酒吧間,,,,,,,,
樂,娛樂,,,剪刀石頭布,,,包袱剪子錘,,,,,,,,,
樂,娛樂,,,唱片行,,,音像店,,,,,,,,,
樂,娛樂,ㄩㄣˊ　ㄒㄧㄠ　ㄈㄟ　ㄔㄜ,yún xiāo fēi chē,雲霄飛車,,,過山車,,,,,,,,,
樂,娛樂,,,園遊會,,,遊園會,,,,,,,,,
樂,娛樂,,,滑水道,,,水滑梯,,,,,,,,,
樂,娛樂,,,腳底按摩店,,,洗腳房,,,,,,,,,
樂,娛樂,,,福利社,,,小賣部,,,,,,,,,
樂,娛樂,ㄨㄤˇ　ㄎㄚ,wǎng kā,網咖,,,網吧,,,,,,,,,大陸所說的「網吧」，意思與網咖相同。而「吧」這個字是英語中Bar的音譯，指酒吧一類的小飲食店，如冰吧、巧克力吧等等。
樂,娛樂,ㄇㄛˊ　ㄕㄨˋ　ㄈㄤ　ㄎㄨㄞˋ,mó shù fāng kuài,魔術方塊,,,魔方,魯比克方塊,,魔方,紐計骰,,魔方,紐計骰,,因音譯不同，大陸又將魔術方塊稱為「魯比克（Rubik）方塊」。
樂,綜藝影藝,,,女主角,,,女主角,女一號,,,,,,,,
樂,綜藝影藝,,,男主角,,,男主角,男一號,,,,,,,,
樂,綜藝影藝,,,票房紀錄,票房銷售率,,票房紀錄,上座率,,,,,,,,
樂,綜藝影藝,,,單元劇,,,單本劇,,,,,,,,,
樂,綜藝影藝,,,電視影集,,,電視系列片,系列電視劇,,,,,,,,
樂,綜藝影藝,ㄇㄛˊ　ㄊㄜˋ　ㄦ,mó tè ēr,模特兒,,,模特,,,,,,,,,「模特兒」、「模特」都是從英文Model音譯而來。
樂,餐飲,,,招牌菜,特色菜,,當家菜,特色菜,,,,,,,,
樂,餐飲,,,茶藝館,,,茶吧,,,,,,,,,
樂,餐飲,,,菜單,,,菜單,菜譜,,,,,,,,
樂,餐飲,,,燒烤店,串燒店,,串吧,,,,,,,,,
樂,觀光旅遊住宿,ㄉㄚˋ　ㄅㄣˋ　ㄓㄨㄥ,dà bèn zhōng,大笨鐘,,,大笨鐘,大本鐘,大鵬鐘,,,,,,,
樂,觀光旅遊住宿,,,大廳,門廳,,大廳,門廳,大堂,,,,,,,
樂,觀光旅遊住宿,,,中央標準時間,,,北京時間,,,,,,,,,
樂,觀光旅遊住宿,,,公費旅遊,,,公款旅遊,,,,,,,,,
樂,觀光旅遊住宿,,,水上公園,水上樂園,,水上公園,,,,,,,,,
樂,觀光旅遊住宿,,,民俗文化村,,,民俗風景區,民俗文化村,,,,,,,,
樂,觀光旅遊住宿,ㄒㄧㄡ　ㄒㄧㄢˊ　ㄋㄨㄥˊ　ㄔㄤˇ,xiū xián nóng chǎng,休閒農場,,,農家樂,,,,,,,,,"「農家樂」起源於1980年左右，指以農業和鄉村為消費特點的旅遊娛樂休閒場所。最早的農家樂多是農戶家庭為主要經營單位，提供農家菜的飲食或蔬果現場採收、垂釣遊憩等休閒服務。
近年來隨著經濟發展、民眾對於休閒的需求大增，農家樂服務項目逐漸涵蓋住宿和旅遊等方面，發展以生態或鄉村為主軸的旅遊活動，部分地區的農家樂甚至能提供達到星級飯店標準的住宿服務。"
樂,觀光旅遊住宿,,,休閒農場遊,,,農家樂遊,農家院民俗遊,,,,,,,,
樂,觀光旅遊住宿,,,地標性建築,,,地標性建築,標誌性建築,,,,,,,,
樂,觀光旅遊住宿,ㄗˋ　ㄧㄡˊ　ㄒㄧㄥˊ,zì yóu xíng,自由行,,,自由行,個人遊,,自由行,個人遊,,自由行,個人遊,,中國大陸允許大陸居民以個人身分申請到臺灣、香港、澳門三地自由旅行的計畫，也稱作「自由行」或「個人遊」。如「臺灣個人遊計畫」、「港澳個人遊」、「港澳自由行」等。
樂,觀光旅遊住宿,,,自助旅遊,自助行,自主旅遊,自助遊,,,,,,,,,
樂,觀光旅遊住宿,ㄅㄢˋ　ㄕㄡˇ　ㄌㄧˇ,bàn shǒu lǐ,伴手禮,伴手,,手信,,,手信,,,手信,,,「手信」原是粵語方言，因信手捎來，故得名。
樂,觀光旅遊住宿,ㄌㄞˊ　ㄏㄨㄟˊ　ㄐㄧ　ㄆㄧㄠˋ,lái huí jī piào,來回機票,往返機票,,往返機票,雙飛票,雙程票,,,,,,,「雙飛票」的含意等同於來回機票，但「雙程票」除指來回機票之外，也用於火車或巴士等相關的旅遊票券，雙程即是指去程與回程。
樂,觀光旅遊住宿,,,協力車,,,雙人自行車,,,,,,,,,
樂,觀光旅遊住宿,,,協力車,,,多人自行車,,,,,,,,,
樂,觀光旅遊住宿,,,附早餐,含早餐,,含早餐,,,,,,,,,
樂,觀光旅遊住宿,,,青年旅舍,青年旅館,,青年旅舍,,,,,,,,,
樂,觀光旅遊住宿,,,度假村,渡假村,,度假村,,,,,,,,,
樂,觀光旅遊住宿,,,洗手間,盥洗室,化妝室,洗手間,盥洗室,衛生間,,,,,,,
樂,觀光旅遊住宿,ㄅㄟ　ㄅㄠ　ㄎㄜˋ,bēi bāo kè,背包客,,,背包客,背囊客,驢友,,,,,,,中國大陸以「驢友」稱呼這些旅行者。「驢友」一詞出自於網路，原來是「旅遊」的諧音，再加上驢子的特性吃苦耐勞，能馱負重物，因此成為自助旅行者的代稱。
樂,觀光旅遊住宿,,,旅遊團,旅行團,觀光團,旅遊團,,,,,,,,,
樂,觀光旅遊住宿,,,旅遊,觀光,,旅遊,,,,,,,,,
樂,觀光旅遊住宿,,,旅遊巴士,觀光巴士,,旅遊車,,,,,,,,,
樂,觀光旅遊住宿,,,旅遊業,觀光業,無煙囪工業,旅遊業,,,,,,,,,
樂,觀光旅遊住宿,,,單人房,,,單間,單人間,,,,,,,,
樂,觀光旅遊住宿,,,郵輪,遊輪,,遊輪,郵船,,,,,,,,
樂,觀光旅遊住宿,,,黃金海岸,,,金沙灘,,,,,,,,,
樂,觀光旅遊住宿,,,搭便車,,,蹭車,,,,,,,,,
樂,觀光旅遊住宿,,,溪釣,,,野釣,,,,,,,,,
樂,觀光旅遊住宿,,,聖母峰,埃佛勒斯峰,,珠穆朗瑪峰,珠峰,,,,,,,,
樂,觀光旅遊住宿,,,解說員,,,解說員,講解員,,,,,,,,
樂,觀光旅遊住宿,,,遊客,觀光客,,遊客,,,,,,,,,
樂,觀光旅遊住宿,,,遊樂場,遊樂園,,遊樂園,,,,,,,,,
樂,觀光旅遊住宿,,,遊覽車,,,旅遊車,,,,,,,,,
樂,觀光旅遊住宿,,,磁卡,房卡,,卡式鑰匙,鑰匙卡,,,,,,,,
樂,觀光旅遊住宿,,,豪華客房,豪華房,,豪華客房,豪華間,,,,,,,,
樂,觀光旅遊住宿,,,櫃檯,服務櫃檯,,前臺,服務臺,,,,,,,,
樂,觀光旅遊住宿,,,櫃檯經理,,,大堂經理,,,,,,,,,
樂,觀光旅遊住宿,,,雙人房,雙人客房,兩人客房,雙人房,雙人間客房,標準間,,,,,,,
樂,觀光旅遊住宿,ㄆㄤˊ　ㄅㄧˋ　ㄉㄨˋ　ㄍㄨㄛˊ　ㄐㄧㄚ　ㄧˋ　ㄕㄨˋ　ㄨㄣˊ　ㄏㄨㄚˋ　ㄓㄨㄥ　ㄒㄧㄣ,páng bì dù guó jiā yì shù wén huà zhōng xīn,龐畢度國家藝術中心,龐畢度藝術中心,,蓬比度藝術中心,,,,,,,,,
樂,觀光旅遊住宿,ㄍㄨㄢ　ㄍㄨㄤ　ㄐㄩˊ,Guān guāng jú,觀光局,,,旅遊局,,,旅遊發展局,旅發局,,旅遊局,,,"大陸的旅遊局隸屬國務院，主要負責統籌協調旅遊業發展、制定國內旅遊、入境旅遊和出境旅遊的市場開發和實施，並針對旅遊資源進行普查規劃、開發和保護，促進國際交流與合作。
香港的旅遊發展局是由香港政府資助的機構。澳門旅遊局則隸屬於澳門社會文化司，負責協助制定及執行旅遊政策、推廣澳門旅遊活動。 "
樂,觀光旅遊住宿,,,觀光勝地,旅遊勝地,遊覽勝地,旅遊勝地,,,,,,,,,
樂,觀光旅遊住宿,,,旅遊資源,觀光遊憩性資源,,旅遊資源,,,,,,,,,
樂,觀光旅遊住宿,,,旅遊簽證,觀光簽證,旅行簽證,旅遊簽證,,,,,,,,,
樂,觀光旅遊住宿,,,纜車,,,纜車,懸空電車,,,,,,,,
生活詞彙,文具與辦公事務用品,,,投影機,,,投影儀,,,,,,,,,
生活詞彙,文具與辦公事務用品,,,削鉛筆機,,,轉筆刀,削筆刀,捲筆刀,,,,,,,
生活詞彙,文具與辦公事務用品,ㄒㄧㄡ　ㄓㄥˋ　ㄧˋ,xiū zhèng yì,修正液,立可白,,修正液,塗改液,改正液,白油,,,白油,,,因為修正液能夠迅速乾涸、變白將錯字蓋住等特色，所以臺灣俗稱為「立可白」。而香港、澳門地區則因它的外表顏色，稱之為「白油」。
生活詞彙,文具與辦公事務用品,ㄩㄢˊ　ㄗˇ　ㄅㄧˇ,yuán zǐ bǐ,原子筆,,,原子筆,圓珠筆,走珠筆,原子筆,,,原子筆,,,早期原子筆從美國輸入香港時，並沒有專門名稱。因為當時流行「原子」，例如原子能源、原子彈等等，「原子」一詞帶有科技、先進和勝利的意涵，所以命名為「原子筆」。
生活詞彙,文具與辦公事務用品,,,桌曆,,,臺曆,,,,,,,,,
生活詞彙,文具與辦公事務用品,,,紙黏土,,,橡皮泥,,,,,,,,,
生活詞彙,文具與辦公事務用品,ㄏㄨㄟˊ　ㄨㄣˊ　ㄓㄣ,Huí wén zhēn,迴紋針,,,回形針,曲形針,曲別針,萬字夾,,,萬字夾,,,無論是迴紋針、回形針或曲別針，都因造型而得名。而香港稱迴紋針為「萬字夾」，是因為一支迴紋針可以夾住多張文件，而文件中的上萬文字也都被夾在一起，故有此稱。
生活詞彙,文具與辦公事務用品,ㄌㄧㄤˊ　ㄐㄧㄠˇ　ㄑㄧˋ,liáng jiǎo qì,量角器,半圓規,分度規,量角器,半圓儀,,,,,,,,
生活詞彙,文具與辦公事務用品,,,影印機,,,複印機,,,,,,,,,
生活詞彙,文具與辦公事務用品,,,識別證,,,識別證,胸卡,胸牌,,,,,,,
生活詞彙,生活日用品,ㄖㄣˊ　ㄗㄠˋ　ㄆㄧˊ,rén zào pí,人造皮,,,人造革,,,,,,,,,
生活詞彙,生活日用品,,,卡式電話,,,磁卡電話,,,,,,,,,
生活詞彙,生活日用品,,,存錢筒,,,儲蓄罐,,,,,,,,,
生活詞彙,生活日用品,ㄧㄢˊ　ㄔㄤˊ　ㄒㄧㄢˋ,yán cháng xiàn,延長線,,,接線板,插線板,插排,延長線,,,,,,臺灣所說的「延長線」是延長電源和插頭距離的電線，但大陸所說的「延長線」則多用在公路幹道，指交通路線延長的部分。兩者同名異實。
生活詞彙,生活日用品,,,拖把,,,拖把,墩布,拖布,地拖,,,地拖,,,
生活詞彙,生活日用品,ㄆㄠˋ　ㄇㄧㄢˊ,pào mián,泡棉,,,泡沫塑料,,,發泡膠,,,發泡膠,,,
生活詞彙,生活日用品,,,保溫杯,,,保溫杯,保暖杯,,,,,,,,
生活詞彙,生活日用品,ㄅㄠˇ　ㄌㄧˋ　ㄌㄨㄥˊ,Bǎo lì long,保麗龍,保利龍,普利龍,泡沫塑料,多孔塑料,,,,,,,,「保麗龍」一詞是由英文Polystyrene音譯而來。大陸地區將塑膠稱為「塑料」，而保麗龍由於是發泡而成，被稱為「泡沫塑料」，再加上它的材質多氣孔，又稱為「多孔塑料」。
生活詞彙,生活日用品,,,洗衣板,,,洗衣板,搓板,搓衣板,,,,,,,
生活詞彙,生活日用品,,,洗潔劑,,,洗滌劑,,,,,,,,,
生活詞彙,生活日用品,,,紅包,,,紅包,利是封,利是,利是,利是封,,利是,利是封,紅包,
生活詞彙,生活日用品,,,面紙,,,面巾紙,,,,,,,,,
生活詞彙,生活日用品,ㄊㄧㄠˊ　ㄇㄚˇ,tiáo mǎ,條碼,條紋密碼,線條密碼,條碼,條形碼,信息碼,,,,,,,
生活詞彙,生活日用品,,,涼被,,,夏涼被,空調被,,,,,,,,
生活詞彙,生活日用品,,,清潔劑,,,保潔劑,,,,,,,,,
生活詞彙,生活日用品,ㄙㄨˋ　ㄐㄧㄠ,sù jiāo,塑膠,,,塑料,,,,,,,,,中國大陸將塑膠稱為「塑料」。而塑膠袋過度濫用所造成的環境公害，稱為「白色汙染」。
生活詞彙,生活日用品,,,塑膠袋,,,塑料袋,,,,,,,,,
生活詞彙,生活日用品,,,瑞士刀,,,瑞士軍刀,,,,,,,,,
生活詞彙,生活日用品,,,電擊棒,電警棒,電棍,電棒,電警棍,電棍,,,,,,,
生活詞彙,生活日用品,,,熱水瓶,熱水壺,,熱水瓶,暖水瓶,暖瓶,,,,,,,
生活詞彙,生活日用品,,,橡皮筋,,,橡皮筋,猴皮筋,,,,,,,,
生活詞彙,生活日用品,,,燙衣板,,,熨衣板,,,,,,,,,
生活詞彙,生活日用品,,,錄音帶,,,音像帶,磁帶,,,,,,,,
生活詞彙,生活日用品,ㄌㄨㄛˊ　ㄙ　ㄑㄧˇ　˙ㄗ,luó sī qǐ zi,螺絲起子,,,螺絲起子,螺絲刀,改錐,,,,,,,
生活詞彙,生活日用品,,,寶特瓶,,,塑料瓶,,,,,,,,,
生活詞彙,生活日用品,ㄇㄛˊ　ㄍㄨㄟˇ　ㄓㄢ,mó guǐ zhān,魔鬼氈,,,魔術貼,,,,,,,,,
生活詞彙,氣象災害,ㄊㄨˇ　ㄕˊ　ㄌㄧㄡˊ,tǔ shí liú,土石流,,,泥石流,,,,,,,,,臺灣使用「土石流」一詞，源於日本用語。在日文中，「土石流」三字以漢字書寫。而中國大陸則稱之為「泥石流」。
生活詞彙,氣象災害,ㄈㄢˇ　ㄕㄥˋ　ㄧㄥ　ㄒㄧㄢˋ　ㄒㄧㄤˋ,Fǎn shèng yīng xiàn xiàng,反聖嬰現象,聖女現象,,拉尼娜現象,反厄爾尼諾現象,,拉尼娜現象,反厄爾尼諾現象,,拉尼娜現象,反厄爾尼諾現象,,反聖嬰現象一詞，在西班牙原文中，與聖嬰現象相對，稱為La Niña，意指女孩。臺灣中央氣象局將此定名為「反聖嬰現象」，又稱聖女現象。中國大陸音譯為「拉尼娜現象」，或義譯為「反厄爾尼諾現象」。
生活詞彙,氣象災害,ㄕˋ　ㄑㄩ　ㄧㄢ　ㄕㄨㄟˇ,shì qū yān shuǐ,市區淹水,,,城市內澇,,,,,,,,,「澇」意指水淹、雨多成災，所以大陸以「內澇」稱市區淹水的情形。
生活詞彙,氣象災害,ㄍㄨㄤ　ㄏㄞˋ,guāng hài,光害,,,光汙染,,,光害,光汙染,,,,,
生活詞彙,氣象災害,,,流星,,,流星,賊星,,,,,,,,
生活詞彙,氣象災害,,,寒害,,,冷害,,,,,,,,,
